rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.44	2e-07	4	208.94	2240.4	3385.22	4351.25	--undefined--
?	0.45	1e-07	5	221.24	1960.23	2767.19	3689.32	5163.82
?	0.45	6e-06	5	213.18	1990.5	2917.57	3769.71	4917.76
?	0.46	6e-06	5	216.52	2046.4	3128.57	3879.12	4859.39
?	0.46	6e-06	5	238.06	2260.56	3471.33	4442.01	4955.43
?	0.47	6e-06	5	183.36	2483.94	3695.17	4519.66	4978.26
?	0.48	0.0003	5	190.24	2377.7	3535.2	4509.37	4977.53
?	0.48	0.007	4	1487.54	2972.27	4359.47	4919.6	--undefined--
?	0.49	0.007	4	1397.34	1631.51	3495.75	4705.36	--undefined--
?	0.5	0.02	5	1199.33	1439.42	1645.14	3185.12	4422.07
?	0.5	0.02	5	1184.67	1454.24	1620.74	3121.4	4420.72
?	0.51	0.02	5	1358.81	1475.76	1547.13	2966.93	4451.03
?	0.51	0.02	5	1165.19	1527.2	1536.16	2949.81	4456.83
?	0.52	0.02	5	904.8	1531.73	1692.31	2952.4	4479.1
?	0.53	0.02	5	834.69	1550.03	1696.49	2955.12	4502.15
?	0.53	0.02	5	804.25	1574.13	1648.91	3123.08	4528.64
?	0.54	0.02	5	1361.45	1544.42	1700.87	3551.31	4584.39
?	0.55	0.01	5	1165.13	1519.34	1788.34	3521.43	4600.66
?	0.55	0.004	5	1103.62	1439.21	1559.04	3474.83	4574.24
?	0.56	0.004	4	1400.34	1593.78	3492.84	4484.76	--undefined--
?	0.56	0.004	4	1285.98	1680.04	2982.75	4475.52	--undefined--
?	0.57	0.004	4	1279.48	1659.17	2967.44	4516.23	--undefined--
?	0.58	0.004	4	1359.01	1653.07	3005.22	4504.16	--undefined--
?	0.58	0.004	4	1663.38	1666.56	3083.21	4550.76	--undefined--
?	0.59	0.004	4	1620.77	1657.31	3160.72	4585.49	--undefined--
