rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.62	0.0005	5	316.48	1135.48	2005.57	3721.61	4658.7
?	0.63	0.0003	5	407.65	1083.98	1846.59	3825.56	4547.94
?	0.63	0.0002	5	525.04	1021.8	1486.34	2875.62	4324.53
?	0.64	0.0001	5	379.04	1031.96	2200.62	3350.38	4377.43
?	0.64	9e-05	5	431.46	1105.13	2362.13	3361.67	4356.97
?	0.65	9e-05	5	401.36	1113.17	2515.26	3098.29	4418.16
?	0.66	4e-05	5	412.86	1060.22	2360.56	2967.37	4511.58
?	0.66	3e-05	5	371.02	950.9	2728.36	3267.44	4733.8
?	0.67	3e-05	5	325.15	965.68	2781.67	3675.3	4709.14
?	0.68	3e-05	5	243.61	958.43	2687.68	3561.79	4565.42
?	0.68	3e-05	5	254.61	930.82	2659.13	3690.94	4442.53
?	0.69	0.0002	5	318.59	1062.3	2779.82	3697.61	4531.12
?	0.69	0.0002	5	307.71	1244.32	3024.3	3826.32	4467.43
?	0.7	0.0002	4	1128.44	2973.4	3979.81	4743.03	--undefined--
?	0.71	0.0002	5	546.58	1527.78	2853.48	4141.11	4770.09
?	0.71	0.0002	5	342.21	2078.5	3276.48	4227.12	4786.41
?	0.72	0.0002	4	1144.16	2870.46	4129.68	4761.4	--undefined--
?	0.73	0.0002	4	1148.67	2682.41	3702.33	4687.82	--undefined--
?	0.73	0.004	5	765.99	1297.93	2484.71	3559.19	4672.29
?	0.74	0.004	5	662.45	1434.54	2391.92	3484.89	4504.14
?	0.74	0.004	5	1263.94	1273.38	1510.2	3175.04	4472.27
?	0.75	0.01	4	1304.67	1524.52	3065.33	4458.3	--undefined--
?	0.76	0.01	4	1325.21	1520.26	3051.87	4452.43	--undefined--
?	0.76	0.01	4	1322.94	1523.05	3058.89	4444.66	--undefined--
?	0.77	0.01	4	1492.67	1525.8	3008.32	4440.66	--undefined--
?	0.78	0.01	4	1252.25	1523.07	2966.93	4445.69	--undefined--
?	0.78	0.01	5	716.81	1527.94	2501.33	2953.02	4492.41
?	0.79	0.01	5	780.22	1533.8	2316.43	2980.78	4527.72
?	0.79	0.01	5	1006.79	1538.79	2463.62	3368.46	4461.78
?	0.8	0.007	4	1445.14	1573.53	3055.7	4473.35	--undefined--
?	0.81	0.004	5	577.02	1438.43	1569.53	3174.94	4537.43
?	0.81	0.0006	4	1526.51	1620.47	3248.86	4565.36	--undefined--
?	0.82	0.0006	5	1340.49	1545.8	2101.48	3263.41	4580.66
?	0.83	0.0006	5	953.03	1518.36	2589.48	3039.81	4560.05
?	0.83	0.001	5	779.47	1541.95	2761.84	3206.47	4550.87
?	0.84	0.002	5	849.47	1561.3	2724.16	3823.26	4521.31
?	0.84	0.002	5	922.67	1569.6	2857.23	3857.31	4433.49
?	0.85	0.002	4	992.16	1643.08	2993.3	4436.98	--undefined--
?	0.86	0.002	4	991.89	1640.16	2957.92	4481.53	--undefined--
?	0.86	0.002	5	1029.17	1633.02	2979.92	4448.63	4834.24
?	0.87	0.002	5	965.45	1654.61	2893.66	4142.07	4513.74
?	0.88	0.002	5	947.23	1668.71	3022.21	4064.46	4467.6
?	0.88	0.002	5	757.01	1636.94	3014.57	3634.54	4555.15
?	0.89	0.0005	5	699.17	1607.31	2634.83	3740.33	4615.65
?	0.89	0.0004	4	1569.84	2247.37	3246.59	4561.98	--undefined--
?	0.9	0.0004	5	840.19	1638.82	2882.2	3681.9	4545.68
