rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.41	0.002	5	326.39	1093.63	2079.17	3562.96	4550.07
?	0.41	0.0007	5	369.02	1092.54	2057.59	3728.81	4574.59
?	0.42	0.0003	5	485.91	990.15	2277.37	3586.54	4364.74
?	0.43	0.0002	5	458.67	971.39	2263.98	3394.86	4299.15
?	0.43	9e-05	5	400.98	1077.9	2429.35	3131.92	4420.55
?	0.44	8e-05	5	386.54	996.27	2731.17	3024.5	4652.37
?	0.45	4e-05	5	328.98	952.41	2620.66	3618	4699.99
?	0.45	0.0002	5	206.03	945.3	2619.47	3624.85	4551.91
?	0.46	0.0002	5	289.07	1035.24	2810.65	3774.13	4542.39
?	0.46	0.0002	4	1174.89	3123.03	4040.46	4760.48	--undefined--
?	0.47	0.0002	5	562.21	1919.53	2883.28	4159.62	4771.85
?	0.48	0.0002	4	1259.92	2903.78	4208.99	4780.64	--undefined--
?	0.48	0.004	4	1247.69	2709.1	3949.17	4741.13	--undefined--
?	0.49	0.004	5	475.12	1450.59	2402.04	3478.94	4615.97
?	0.5	0.01	4	1322.24	1534.29	3095.04	4460.55	--undefined--
?	0.5	0.01	4	1339.57	1534.46	3059.61	4452.43	--undefined--
?	0.51	0.01	4	1404.74	1524.06	3022.39	4442.76	--undefined--
?	0.51	0.01	4	1342.18	1537.29	2971.23	4442.76	--undefined--
?	0.52	0.01	5	806.82	1536.35	2106.06	2929.97	4467.91
?	0.53	0.01	5	881.21	1559.66	1632.19	2929.96	4478.76
?	0.53	0.01	4	1207.49	1586.7	3076.69	4480.49	--undefined--
?	0.54	0.01	4	1507.56	1569.86	3217.99	4542.4	--undefined--
?	0.55	0.004	5	634.6	1309.72	1557.51	3187.7	4568.6
?	0.55	0.003	5	949.99	1537.4	2844.28	2994.31	4543.22
?	0.56	0.003	5	860.78	1571.93	2831.35	3878.63	4482.7
?	0.56	0.003	5	941.71	1620.25	2958.16	3900.57	4430.28
?	0.57	0.003	4	961.95	1636.97	2938.74	4478.79	--undefined--
?	0.58	0.003	5	962.63	1649.64	2921.43	4300.07	4485.69
?	0.58	0.003	5	828.21	1661.77	3000.59	3972.06	4527.48
?	0.59	0.003	5	687.8	1637.28	2925.3	3611.28	4569.23
