rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.03	3e-05	5	221.84	959.48	2674.87	3605.35	4605.88
?	0.03	4e-05	5	166.26	851.11	3047.98	3189.33	4420.75
?	0.04	4e-05	5	176.05	870	2778.33	2913.87	4440.81
?	0.05	4e-05	5	179.6	937.12	2630.5	3414.91	4143.81
?	0.05	4e-05	5	166.47	980.55	2760.87	3784.63	3997.91
?	0.06	4e-05	4	157.6	955.29	2719.77	4036.47	--undefined--
?	0.06	4e-05	4	154.52	840.83	2661.4	4065.17	--undefined--
?	0.07	4e-05	5	149.62	746.86	2522.68	3425.87	4418.07
?	0.08	4e-05	5	142.57	874.43	2774.02	2882.42	4480.93
?	0.08	4e-05	5	139	884.77	2683.6	3348.09	4258.35
?	0.09	4e-05	5	139.74	924.2	2502.38	3375.95	4332.3
?	0.1	4e-05	5	136.36	1068.25	2435.31	3485.49	4420.09
?	0.1	4e-05	5	143.58	1072.61	2608.62	3223.9	4452.87
?	0.11	2e-05	5	158.55	1095.64	2620.06	3380.54	4560.2
?	0.11	1e-05	5	180.7	1166.9	2503.89	3508.06	4422.55
?	0.12	1e-05	5	193.54	1057.23	2436.79	3631.75	4318.05
?	0.13	1e-05	5	174.31	1059.96	2575.66	3839.35	4427.39
?	0.13	1e-05	5	159.33	1726.14	2782.42	2963.52	4210.02
?	0.14	1e-05	5	149.34	1472.79	2452.06	3533.62	4428.69
?	0.15	1e-05	5	150.14	1779.08	2461.63	3384.14	4388.79
?	0.15	1e-05	5	149.4	2251.04	2357.81	3511.86	4217.26
?	0.16	3e-06	5	147.8	1901.69	2590.71	3485.25	4327.14
?	0.16	3e-06	5	145.26	1647.98	2687.15	3326.91	4543.66
?	0.17	0.005	5	140.09	1737.03	2601.59	3450.68	4498.57
?	0.18	0.005	5	144.82	1721.5	2622.56	3430.24	4496.35
?	0.18	0.02	5	149.56	1693.45	2981.84	3489.35	4635.89
?	0.19	0.02	5	284.63	1660.82	3005.6	3493.5	4615.6
?	0.2	0.03	5	395.53	1544.56	3018.99	3445.61	4573.09
?	0.2	0.1	5	443.78	1226.34	2747.03	3655.39	4492.15
?	0.21	0.16	5	484.39	1134.29	2644.7	3942.17	4477.92
?	0.21	0.19	5	549.49	1123.57	2644.94	3986.25	4618.14
?	0.22	0.2	5	595.58	1136.3	2662.29	4038.62	4644.83
?	0.23	0.2	5	615.7	1146.32	2669.41	4054.02	4686.02
?	0.23	0.2	5	622.15	1144.51	2643.69	4030.7	4706.47
?	0.24	0.2	5	623.91	1138.69	2626.02	3998.73	4704.93
?	0.25	0.2	5	632.02	1131.49	2623.53	3986.36	4702.48
?	0.25	0.2	5	643.83	1127.68	2624.72	3955.38	4693.37
?	0.26	0.2	5	666.39	1123	2607.26	3890.34	4703.82
?	0.26	0.2	5	671.35	1116.09	2618.19	3912.34	4717.02
?	0.27	0.16	5	672.38	1127.28	2595.67	3882.9	4724.24
?	0.28	0.17	5	702.75	1114.6	2560.89	3879.29	4696.7
?	0.28	0.2	5	751.27	1112.61	2574.29	3918.59	4670.41
?	0.29	0.21	5	767.43	1100.94	2589.28	3883.13	4671.95
?	0.3	0.21	5	736.79	1112.18	2531.79	3842.4	4647.58
?	0.3	0.21	5	776.51	1133.56	2506.06	3866.57	4657
?	0.31	0.21	5	774.06	1129.61	2477.49	3901.1	4684.12
?	0.31	0.21	5	793.18	1111.5	2389.34	3901.65	4650.49
?	0.32	0.21	5	773.54	1141.36	2388.95	3914.74	4668.51
?	0.33	0.21	5	754.07	1175.49	2357.05	3890.15	4662.08
?	0.33	0.21	5	713.96	1201.05	2327.67	3906.76	4618.5
?	0.34	0.18	5	705.16	1202.32	2332.32	3931.06	4577.43
?	0.35	0.18	5	714.68	1180.52	2292.9	3991.1	4557.89
?	0.35	0.15	5	686.47	1148.38	2242.46	3989.38	4533.92
?	0.36	0.15	5	654.03	1141.32	2244.85	3987.26	4492.85
?	0.36	0.07	5	602.28	1137.57	2160.31	3971.87	4466.38
?	0.37	0.07	5	616.95	1165.17	2228.1	4202.45	4350.35
?	0.38	0.02	5	592.29	1120.3	2298.18	4082.93	4378.3
?	0.38	0.02	5	577.45	1049.97	2229.88	3967.42	4362.36
?	0.39	0.005	5	528.54	1054.35	2253.36	4281.08	4391.03
?	0.4	0.002	5	431.97	1127.04	2294.51	4243.78	4609.23
?	0.4	0.002	5	395.07	1084.17	2255.69	4340.15	4396.49
