rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.25	0.23	5	724.11	1412.14	2620.19	3983.85	4669.88
?	0.26	0.23	5	747.67	1381.17	2602.78	3920.43	4677.04
?	0.26	0.23	5	742.06	1341.44	2610.01	3927.07	4708.23
?	0.27	0.21	5	765.03	1283.8	2606.14	3881.91	4712.54
?	0.28	0.22	5	819.62	1223.63	2579.17	3869.02	4664.33
?	0.28	0.33	5	861.55	1216.02	2589.25	3900.96	4585.85
?	0.29	0.33	5	890.98	1209.76	2611.03	3858.83	4571.3
?	0.3	0.33	5	907.19	1196.45	2578.98	3807.21	4543.82
?	0.3	0.33	5	949.46	1207.98	2532.11	3823.65	4643.67
?	0.31	0.33	5	1003.27	1209.69	2497.75	3877.51	4667.18
?	0.31	0.33	5	988.84	1215.15	2383.87	3876.7	4636.79
?	0.32	0.33	5	950.24	1213.64	2362.3	3880.33	4658.41
?	0.33	0.33	5	927.69	1213.66	2321.02	3842.08	4653.16
?	0.33	0.32	5	839.2	1233.62	2278.73	3879.45	4606.38
?	0.34	0.26	5	818.35	1238.81	2273.39	3945.67	4568.4
?	0.35	0.26	5	807.52	1229.79	2225.62	4044.97	4565.43
?	0.35	0.23	5	815.15	1224.06	2198.64	4090.71	4547.33
?	0.36	0.23	5	824.44	1245.33	2192.63	4142.22	4501.51
?	0.36	0.11	5	810.62	1188.87	2124.95	4151.84	4485.3
?	0.37	0.09	5	766.18	1207.46	1675.85	4498.22	4512.19
?	0.38	0.03	5	547.21	913.77	1248.64	4488.75	4691.13
?	0.38	0.02	5	463.93	880.6	1198.94	3873.76	4873.48
?	0.39	0.006	5	508.95	707.37	903.31	3754.62	4864.26
?	0.4	0.0008	4	413.65	908.48	3341.03	4433.22	--undefined--
?	0.4	0.0002	5	229.07	908.43	2746.81	3800.69	4918.54
?	0.41	0.0002	4	226.01	2800.12	3407.58	4590.92	--undefined--
?	0.41	5e-06	4	226.18	2464.45	3145.71	4398.11	--undefined--
?	0.42	7e-07	5	228.77	1209.53	2674.56	3856.29	4857.3
?	0.43	7e-07	5	222.66	1381.58	2228.71	3488.14	4900.68
?	0.43	6e-07	5	210.4	1978.58	3193.28	3535.15	5035.55
?	0.44	2e-07	4	208.71	2279.33	3207.79	4376.77	--undefined--
?	0.45	1e-07	5	221.16	2000.79	3351.68	3736.55	4818.01
?	0.45	7e-06	4	213.23	2174.55	3193.19	4441.4	--undefined--
?	0.46	7e-06	5	216.28	2061.02	3070.34	3865.58	4882.39
?	0.46	7e-06	5	235.48	2232.79	3466.94	4454.77	4962.54
?	0.47	7e-06	4	2410.28	3682.17	4528.7	4986.68	--undefined--
?	0.48	0.0003	5	174.66	2390.58	3599.56	4531.28	4992.66
?	0.48	0.008	4	1498.99	2935.59	4298.39	4916.1	--undefined--
?	0.49	0.008	4	1393.48	1629.55	3483.64	4665.87	--undefined--
?	0.5	0.02	5	1208.89	1438.18	1644.17	3178.89	4410.39
?	0.5	0.02	5	1199.91	1454.64	1620.78	3117.71	4412.36
?	0.51	0.02	5	1458.22	1459.41	1549.48	2967.52	4450.58
?	0.51	0.02	5	1194.92	1522.28	1536.76	2949.56	4456.28
?	0.52	0.02	5	911.23	1531.93	1694.89	2952.16	4480.03
?	0.53	0.02	5	841.54	1550.44	1697.09	2955.03	4503.53
?	0.53	0.02	5	806.78	1574.24	1646.55	3126.98	4529.64
?	0.54	0.02	5	1354.44	1544.21	1703.28	3560.62	4585.61
?	0.55	0.01	5	1141.84	1516.91	1781	3515.01	4599.42
?	0.55	0.004	5	1005.25	1474.75	1554.29	3490.17	4574.83
?	0.56	0.004	4	1399.6	1593.35	3495.1	4484.71	--undefined--
?	0.56	0.004	4	1291.42	1681.49	2982.31	4474.53	--undefined--
?	0.57	0.004	4	1285.7	1659.67	2968.09	4515.16	--undefined--
?	0.58	0.004	4	1373.59	1653.33	3005.01	4502.97	--undefined--
?	0.58	0.004	4	1665.13	1681.09	3084.91	4547.82	--undefined--
?	0.59	0.004	4	1604.77	1658.74	3160.17	4589	--undefined--
