rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.68	3e-05	5	241.65	958.47	2665.54	3531.26	4586.95
?	0.68	3e-05	5	252.24	930.87	2672.19	3668.57	4481.43
?	0.69	0.0002	5	318.19	1062.34	2788.81	3705.48	4541.92
?	0.69	0.0002	5	305.99	1243.82	3030.74	3831.86	4468.41
?	0.7	0.0002	4	1137.18	2984.18	3980.37	4742.27	--undefined--
?	0.71	0.0002	4	994.65	2846.71	4136.72	4768.52	--undefined--
?	0.71	0.0002	5	329.58	2088.25	3254.95	4225.72	4785.88
?	0.72	0.0002	4	1155.51	2874.95	4124.64	4761.39	--undefined--
?	0.73	0.0002	4	1157.77	2682.65	3691.71	4687.15	--undefined--
?	0.73	0.003	5	564.51	1301.56	2470.36	3541.86	4670.66
?	0.74	0.003	5	678.63	1436.39	2388.55	3479.47	4505.3
?	0.74	0.003	5	1248.22	1346.19	1510.89	3172.04	4470.69
?	0.75	0.01	4	1306.53	1523.8	3065.41	4458.06	--undefined--
?	0.76	0.01	4	1332.26	1517.04	3052.56	4452.77	--undefined--
?	0.76	0.01	5	1303.96	1400.8	1521.08	3128.93	4447.82
?	0.77	0.01	5	313.76	1527.35	1832.69	3206.22	4523.94
?	0.78	0.01	5	227.37	1533.04	1843.24	3124.55	4503.09
?	0.78	0.01	5	712.19	1530.97	2388.11	2978.2	4506.84
?	0.79	0.01	5	772.16	1528.65	2282.59	2980.19	4521.59
?	0.79	0.01	5	1014.04	1539.62	2450.85	3309.81	4467.33
?	0.8	0.007	4	1443.55	1573.75	3054.99	4473.55	--undefined--
?	0.81	0.004	4	1439.4	1569.56	3172.23	4537.39	--undefined--
?	0.81	0.0005	4	1526.65	1619.82	3249.08	4565.02	--undefined--
?	0.82	0.0005	5	1339.29	1545.72	2113.72	3266.65	4580.92
?	0.83	0.0005	5	952.87	1518.34	2580.46	3040.51	4561.18
?	0.83	0.0009	5	779.46	1541.93	2763.11	3200.17	4550.4
?	0.84	0.002	5	849.78	1561.31	2726.39	3821.72	4520.18
?	0.84	0.002	5	922.96	1569.68	2858.88	3854.74	4433.67
?	0.85	0.002	4	992.56	1643.22	2992.16	4436.83	--undefined--
?	0.86	0.002	4	991.75	1640.12	2957.59	4480.92	--undefined--
?	0.86	0.002	5	1029.26	1633.02	2979.75	4448.18	4825.25
?	0.87	0.002	5	966.42	1654.63	2892.85	4140.82	4513.41
?	0.88	0.002	5	949.26	1668.87	3024.64	4069.1	4467.69
?	0.88	0.002	5	758.04	1637.13	3018.56	3631.44	4555.37
?	0.89	0.0004	5	699.88	1607.34	2636.67	3740.44	4615.5
?	0.89	0.0004	4	1569.8	2248.58	3245.32	4562.19	--undefined--
?	0.9	0.0003	5	838.45	1638.7	2881.13	3683.96	4544.93
