rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.48	0.38	5	988.23	1210.62	2212.79	3878.3	4649.07
?	0.48	0.38	5	947.42	1207.39	2325.04	3852.41	4669.06
?	0.49	0.24	5	957.09	1205.26	2308.76	3755.95	4655.61
?	0.49	0.24	5	912.38	1226.77	2245.65	3759.05	4624.98
?	0.5	0.24	5	827.77	1239.08	2243.39	3860.93	4565.74
?	0.51	0.24	5	818.59	1235.79	2261	3957.05	4546.09
?	0.51	0.24	5	803.31	1258.7	2279.94	4023.8	4560.24
?	0.52	0.24	5	803.96	1247.76	2207.78	4072.59	4573.32
?	0.53	0.24	5	792.31	1210.53	2160.4	4109.4	4576.28
?	0.53	0.24	5	794.3	1245.73	2164.12	4189.05	4548.96
?	0.54	0.12	5	812.93	1256.37	2173.94	4225	4488.92
?	0.54	0.12	5	803.88	1196.26	2019.67	4282.37	4499.06
?	0.55	0.08	5	732.49	1181.73	1651.03	4379.29	4496.87
?	0.56	0.05	5	657.84	1190.7	1271.62	4299.83	4389.56
?	0.56	0.02	5	601.52	791.92	1215.41	4275.79	4621.55
?	0.57	0.006	5	514.65	803.12	1184.32	3899.94	4900.44
?	0.58	0.003	5	468.35	901.36	934.9	3584.16	4885.63
?	0.58	0.0008	5	442.85	900.64	905.05	3529.46	4762.72
?	0.59	0.0004	5	466.81	735.54	911.15	3515.69	4748.44
?	0.59	0.0004	5	329.55	685.25	994.83	3457.91	4582.38
?	0.6	0.0004	4	245.49	1147.48	3148.73	4396.09	--undefined--
?	0.61	0.0002	5	232.64	1009.73	3038.16	3661.38	5014.63
?	0.61	5e-06	5	229.05	762.4	2705.83	3714.97	5118.31
?	0.62	2e-06	4	234.06	392.46	2862.19	3928.11	--undefined--
?	0.63	1e-06	5	246.21	742.35	2815.8	3939.07	5154.11
?	0.63	1e-06	5	238.75	717.14	2798.48	3906.21	4974.41
?	0.64	8e-07	4	221.36	653.29	2794.54	3970.19	--undefined--
?	0.64	6e-07	4	254.23	2429.51	2943.71	4065.1	--undefined--
?	0.65	5e-07	5	293.46	624	2881.73	3973.27	5403.5
?	0.66	5e-07	5	198.98	620.22	2785.61	3744.63	4946.52
?	0.66	4e-07	5	152.51	611.21	2807.1	3851.47	4841.09
?	0.67	4e-07	4	582.08	2926.17	3802.22	4732.62	--undefined--
?	0.68	4e-07	4	513.93	2364.06	3297.04	4080	--undefined--
?	0.68	8e-06	4	316.1	2444.52	3337.16	4047.05	--undefined--
?	0.69	5e-05	4	276.08	2512.53	3412.11	4241.17	--undefined--
?	0.69	5e-05	4	324.17	2768.82	3793.13	4671.7	--undefined--
?	0.7	5e-05	5	508.29	3149.93	3223.16	4272.14	4785.41
?	0.71	5e-05	5	563.06	2576.14	3834.28	4506.39	4880.43
?	0.71	5e-05	5	551.94	2517.73	3752.96	4507.54	4887.17
?	0.72	5e-05	4	539.44	2916.05	4461.02	4852.38	--undefined--
?	0.73	5e-05	4	561.91	2679.35	3689.66	4759.24	--undefined--
?	0.73	0.01	4	568.42	2468.72	3488.33	4644.84	--undefined--
?	0.74	0.01	4	1485.03	1793.61	3392.8	4451.78	--undefined--
?	0.74	0.01	5	1072.43	1448.97	1637.03	3235.81	4454.78
?	0.75	0.03	5	1078.38	1479.5	1630.72	3158.67	4450.1
?	0.76	0.03	5	1003.52	1492.27	1606.07	3105.8	4438.69
?	0.76	0.03	5	1044.19	1515.53	1612.77	2991.77	4446.96
?	0.77	0.03	5	1489.06	1605.48	1640.23	2954.97	4451.34
?	0.78	0.03	5	1119.12	1513.61	1691.95	2948.53	4452.33
?	0.78	0.03	5	853.01	1524.8	1894.05	2964.84	4486.76
?	0.79	0.03	5	840.76	1523.55	1768.78	2978.74	4510.57
?	0.79	0.03	5	992.29	1519.85	1699.35	2927	4432.92
?	0.8	0.02	5	931.86	1554.85	1669.66	3240.2	4526.16
?	0.81	0.01	5	1419.2	1540.4	1652.33	3582.82	4577.97
?	0.81	0.001	5	1493.27	1625.64	1641.65	3755	4604.22
?	0.82	0.0009	5	1237.58	1510.1	1796.55	3709	4614.72
?	0.83	0.0009	5	1259.48	1416.39	1501.58	3246.71	4602.19
?	0.83	0.0009	5	576.17	1300.96	1495.17	3244.27	4551.08
?	0.84	0.003	5	1313.8	1493.18	2220.93	3846.16	4512.48
?	0.84	0.003	4	1183.11	1722.09	3358.29	4417.22	--undefined--
?	0.85	0.003	4	1145.52	1729.27	2966.96	4492.99	--undefined--
?	0.86	0.003	4	1190.26	1666.87	2964.7	4523.16	--undefined--
?	0.86	0.003	4	1359.17	1642.44	3013.51	4483.94	--undefined--
?	0.87	0.003	4	1564.12	1649	3073.91	4494.42	--undefined--
?	0.88	0.003	4	1406.39	1690.66	3142.86	4487.64	--undefined--
?	0.88	0.003	5	691.12	1667.25	1892.27	3694.44	4587.69
?	0.89	0.001	5	625.69	1600.85	1937.45	3800.19	4644.93
?	0.89	0.001	4	1554.76	1738.9	3271.57	4597.75	--undefined--
?	0.9	0.0004	4	1612.77	1649.57	3181.6	4537.88	--undefined--
