rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.33	0.18	5	596.96	1392.12	2661.86	4042.29	4640.2
?	0.34	0.18	5	616.15	1368.07	2676.98	4053.65	4670.82
?	0.34	0.18	5	623.18	1359.5	2680.14	4046.66	4675.77
?	0.35	0.18	5	622.77	1339.12	2642.95	4028.65	4696.17
?	0.36	0.18	5	621.46	1304.61	2617.58	3990.19	4662.76
?	0.36	0.18	5	633.4	1303.53	2627.03	4004.58	4670.83
?	0.37	0.18	5	634.75	1285.15	2623.37	3989.03	4692.27
?	0.38	0.18	5	641.1	1260.87	2617.59	3924.55	4657.78
?	0.38	0.17	5	663.5	1260.34	2579.15	3807.18	4664.45
?	0.39	0.17	5	669.23	1251.26	2586.4	3814.68	4672.13
?	0.39	0.17	5	670.05	1247.01	2616.9	3902.62	4701.47
?	0.4	0.13	5	667.07	1238.95	2594.55	3877.53	4704.15
?	0.41	0.16	5	671.25	1217.54	2587.45	3874.68	4710.6
?	0.41	0.16	5	691.38	1181.99	2554.83	3856.59	4667.02
?	0.42	0.16	5	721.48	1173.35	2539.61	3892.68	4617.94
?	0.43	0.16	5	753.41	1164.11	2566.04	3915.9	4646.58
?	0.43	0.23	5	776.71	1136.76	2581.49	3875.18	4652.35
?	0.44	0.23	5	763.32	1126.69	2598.83	3847.46	4648.35
?	0.44	0.23	5	741.91	1121.07	2519.22	3833.53	4640.46
?	0.45	0.23	5	789.07	1137.26	2503.15	3850.38	4624.43
?	0.46	0.23	5	796.12	1141.32	2511.2	3876.49	4661.14
?	0.46	0.23	5	780.94	1121.24	2458.71	3888.33	4653.85
?	0.47	0.23	5	795.07	1102.4	2350.45	3859.45	4589.14
?	0.48	0.23	5	806.86	1105.31	2362.51	3903.16	4632.75
?	0.48	0.22	5	768.39	1149.47	2402.14	3910.15	4658.89
?	0.49	0.17	5	751.8	1164.9	2394.11	3871.98	4656.52
?	0.49	0.17	5	743.35	1186.46	2326.64	3896.36	4640.52
?	0.5	0.17	5	701.31	1212.66	2321.63	3910.7	4602.92
?	0.51	0.17	5	702.09	1202.35	2327.3	3910.47	4582.01
?	0.51	0.15	5	710.78	1213.97	2339.48	3975.16	4564.57
?	0.52	0.13	5	721.12	1180.63	2283.31	4010.27	4557.86
?	0.53	0.13	5	687.31	1135.76	2209.28	4008.55	4551.56
?	0.53	0.13	5	673.79	1142.85	2213.07	4026.23	4531.51
?	0.54	0.08	5	652.14	1132.14	2232.85	3992.06	4489.52
?	0.54	0.08	5	609.89	1123	2165.99	3907.99	4500.76
?	0.55	0.05	5	601.21	1134.51	2015.53	4087.14	4453.67
?	0.56	0.03	5	613.37	1150.57	2207.75	4235.06	4354.4
?	0.56	0.02	5	586.22	1132.19	2274.54	4133.43	4370.78
?	0.57	0.006	5	588.58	1059.47	2317.46	3841.36	4485.42
?	0.58	0.003	5	602.02	1062.22	2300.16	4180.17	4344.73
?	0.58	0.002	4	599.91	1018.94	2307.43	4283.41	--undefined--
?	0.59	0.002	4	472.35	1068.08	2267.52	4226.43	--undefined--
?	0.59	0.002	5	404.49	1128.41	2275.47	4143.98	4544.56
?	0.6	0.002	5	416.31	1096.46	2265.49	4282.18	4905.74
?	0.61	0.0006	5	329.9	1057.87	2124.85	3659.32	4421.29
?	0.61	0.0006	5	316.66	1099.69	2085.48	3492.39	4536.8
?	0.62	0.0005	5	316.47	1141.33	1997.29	3689.44	4648.58
?	0.63	0.0003	5	409.21	1087.91	1838.93	3770.56	4536.92
?	0.63	0.0002	5	474.22	993.55	2094.02	3404.33	4267.39
?	0.64	0.0001	5	394.83	1006.83	2175.64	3601.63	4087.19
?	0.64	9e-05	5	430.48	1104.76	2328.17	3380.81	4279.74
?	0.65	9e-05	5	400.64	1112.02	2482.93	3142.05	4393.97
?	0.66	4e-05	5	412.23	1060.04	2331.06	2960.51	4506.27
?	0.66	3e-05	5	370.22	950.38	2676.74	3209.55	4739.02
?	0.67	3e-05	5	324.18	965.28	2736.51	3644.87	4714.21
?	0.68	3e-05	5	241.14	959.02	2707.48	3553.19	4576.24
?	0.68	3e-05	5	247.53	930.37	2700.53	3692.14	4432.45
?	0.69	0.0002	5	318.07	1061.69	2796.26	3685.46	4536.85
?	0.69	0.0002	5	306.69	1240.12	3027.8	3825.09	4465.84
?	0.7	0.0002	4	1118.16	2970.59	3979.72	4742.46	--undefined--
?	0.71	0.0002	4	843.65	2835.27	4135.58	4769.06	--undefined--
?	0.71	0.0002	5	330.4	2076.88	3230.72	4220.17	4785.31
?	0.72	0.0002	4	1153.1	2872.8	4128.96	4762.33	--undefined--
?	0.73	0.0002	4	1150.17	2684.29	3727.08	4692.01	--undefined--
?	0.73	0.004	5	711.16	1299.02	2491.53	3554.22	4675.75
?	0.74	0.004	5	663.47	1434.94	2397.27	3480.5	4503.28
?	0.74	0.004	5	1249.88	1265.14	1510.64	3173.56	4469.84
?	0.75	0.009	4	1304.07	1524.47	3066.5	4458.83	--undefined--
?	0.76	0.009	4	1325.15	1520.27	3052.19	4452.92	--undefined--
?	0.76	0.009	4	1322.88	1523.08	3057.89	4444.13	--undefined--
?	0.77	0.009	4	1492.26	1525.86	3008.29	4440.26	--undefined--
?	0.78	0.009	4	1253.03	1523.08	2966.7	4445.28	--undefined--
?	0.78	0.009	5	716.05	1527.44	2502.78	2952.44	4491.87
?	0.79	0.009	5	772.58	1528.6	2282.33	2978.89	4520.58
?	0.79	0.009	5	1014.47	1539.64	2452.67	3308.65	4467.33
?	0.8	0.007	4	1445.06	1573.67	3056.34	4473.29	--undefined--
?	0.81	0.004	4	1439.49	1569.56	3174.04	4537.29	--undefined--
?	0.81	0.0005	4	1526.64	1619.58	3248.22	4564.9	--undefined--
?	0.82	0.0005	5	1339.76	1545.81	2107.79	3263.57	4580.7
?	0.83	0.0005	5	953.12	1518.38	2587.31	3039.74	4560.35
?	0.83	0.001	5	779.69	1542.01	2768.26	3198.56	4550.69
?	0.84	0.002	5	850.17	1561.3	2725.6	3821.48	4521.19
?	0.84	0.002	5	923.36	1569.68	2860.12	3853.97	4433.54
?	0.85	0.002	4	992.94	1643.18	2992.5	4436.68	--undefined--
?	0.86	0.002	4	992.44	1640.18	2957.45	4480.78	--undefined--
?	0.86	0.002	5	1029.37	1633.04	2979.84	4448.04	4857.4
?	0.87	0.002	5	965.55	1654.6	2892.89	4143.65	4512.83
?	0.88	0.002	5	948.3	1668.83	3023.89	4070.83	4466.71
?	0.88	0.002	5	757.52	1637.09	3017.46	3631.27	4555.12
?	0.89	0.0005	5	699.38	1607.29	2635.67	3740.79	4616.47
?	0.89	0.0004	4	1569.81	2231.91	3245.67	4562.49	--undefined--
?	0.9	0.0004	5	839.71	1638.71	2882.03	3680.87	4544.88
