rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.27	7e-06	4	171.82	1829.61	3016.03	4264.4	--undefined--
?	0.28	0.0003	4	189.55	1931.96	3028.36	4255.98	--undefined--
?	0.28	0.006	4	260.14	1842.14	3120.36	4273.65	--undefined--
?	0.29	0.01	5	409.67	1516.19	2339.65	3087.4	4423.36
?	0.29	0.02	5	427.14	1185.86	1973.02	3090.79	4486.65
?	0.3	0.04	5	442.86	1137.15	1529.53	3189	4337.54
?	0.31	0.05	5	476.7	1125.65	1648.22	2702.83	4071.66
?	0.31	0.15	5	515.94	1095.96	2662.33	4251.29	4473.59
?	0.32	0.25	5	583.55	1094.89	2651.47	3984.44	4603.23
?	0.33	0.27	5	611.28	1102.82	2649.15	4011.83	4660.45
?	0.33	0.28	5	634.89	1107.85	2660.68	4065.5	4639.19
?	0.34	0.34	5	648.33	1116.82	2680.56	4106.72	4642.06
?	0.34	0.34	5	650.14	1117.68	2665.59	4110.21	4677.79
?	0.35	0.34	5	654.65	1113.09	2651.72	4094.97	4657
?	0.36	0.34	5	657.25	1098.79	2615.4	4015.1	4653.57
?	0.36	0.34	5	662	1099.3	2620.55	4016.44	4686
?	0.37	0.34	5	669.84	1102.83	2630.36	4022.95	4661.03
?	0.38	0.34	5	688.24	1104.65	2613.7	4034.12	4567.94
?	0.38	0.34	5	712.45	1122.77	2581.87	4067.1	4476.64
?	0.39	0.3	5	714.79	1115.02	2585.71	3863.85	4639.94
?	0.39	0.17	5	714.71	1087.35	2588.73	3934.94	4645.76
?	0.4	0.17	5	695.55	1032.88	2603.94	3928.39	4688.1
?	0.41	0.16	5	667.96	1000.93	2612.05	3793.01	4712.13
?	0.41	0.13	5	691.7	1004.6	2571.14	3771.54	4610.67
?	0.42	0.13	5	752.97	1020.65	2563.72	3941.99	4218.2
?	0.43	0.16	5	790.31	1046.37	2600.86	3935.92	4048.54
?	0.43	0.31	5	819.13	1050.45	2627.58	3886.23	4105.65
?	0.44	0.36	5	830.98	1076.93	2727.82	3669.08	4077.71
?	0.44	0.36	5	886.47	1137.72	2539.73	3660.29	4141.45
?	0.45	0.36	5	945.57	1204.73	2499.94	3583.59	4652.9
?	0.46	0.36	5	988.2	1238.41	2532.16	3754.64	4681.98
?	0.46	0.36	5	1018.93	1270.23	2508.61	3854.47	4666.05
?	0.47	0.36	5	1035.99	1253.47	2278.1	3830.2	4614.14
?	0.48	0.36	5	986.39	1221.42	2230.78	3824.36	4618.48
?	0.48	0.36	5	945.7	1213.01	2333.4	3782.3	4648.57
?	0.49	0.26	5	969.71	1206.79	2352.76	3730.56	4659.6
?	0.49	0.24	5	934.34	1229.25	2286.29	3785.54	4640.72
?	0.5	0.24	5	833.89	1242.31	2261.39	3880.64	4576.04
?	0.51	0.24	5	823.11	1238.16	2263.63	3965.08	4552.37
?	0.51	0.24	5	806.02	1258.83	2279.75	4023.54	4561.64
?	0.52	0.24	5	806.47	1250.95	2210.14	4070.99	4573.61
?	0.53	0.24	5	794.44	1212.44	2159.14	4106.56	4576.19
?	0.53	0.24	5	799.1	1250.29	2162.22	4183.14	4552.29
?	0.54	0.12	5	813.2	1263.31	2172.76	4215.3	4491.26
?	0.54	0.12	5	795.52	1201.23	2033.15	4243.98	4498.68
?	0.55	0.08	5	705.94	1190.69	1680.84	4365.74	4505.26
?	0.56	0.05	5	597.44	1214.6	1250.03	4293.39	4435.3
?	0.56	0.02	5	480.5	838.2	1223.31	4167.97	4280.18
?	0.57	0.007	5	448.26	899.95	1138.65	3609.66	4843.04
?	0.58	0.003	5	453.98	900.49	1031.93	3646.66	4844.22
?	0.58	0.0004	5	454	904.46	940.61	3731.73	4971.9
?	0.59	0.0004	5	488.68	601.91	911.93	3815.22	5153.34
?	0.59	0.0004	4	409.82	1005.15	2550.85	3990.15	--undefined--
?	0.6	0.0004	4	252.12	1146.67	2974.11	4225.72	--undefined--
?	0.61	0.0002	4	235.55	963	2873.34	4105.97	--undefined--
?	0.61	5e-06	5	229.1	696.69	2713.91	3986.07	5152.56
?	0.62	2e-06	5	233.58	700.9	2715.16	3806.52	4930.88
?	0.63	2e-06	5	242.75	720.66	2721.47	3813.7	4923.68
?	0.63	2e-06	4	261.25	722.36	2863.36	4054.11	--undefined--
?	0.64	2e-06	5	249.28	726.29	2887.45	3959.13	5077.05
?	0.64	2e-06	5	220.31	723.06	2790.07	3684.92	4827.33
?	0.65	2e-06	5	274.83	710.71	2804.45	3808.26	5047.38
?	0.66	2e-06	4	279.34	644.73	2685.38	3852.07	--undefined--
?	0.66	5e-07	5	277.74	666.87	2749.1	3709.96	4859.36
?	0.67	1e-07	4	574.94	2986.02	3596.41	4826.07	--undefined--
?	0.68	1e-07	3	588.37	2948.32	3597.89	--undefined--	--undefined--
?	0.68	6e-06	4	578.57	2735.55	3798.36	4734.16	--undefined--
?	0.69	4e-05	4	567.61	2597.87	3571.85	4463.49	--undefined--
?	0.69	4e-05	4	583.97	2791	3730.17	4626.76	--undefined--
?	0.7	4e-05	4	588.98	3170.87	4238.4	4799.67	--undefined--
?	0.71	4e-05	5	598.03	2455.7	3861.49	4510.29	4903.18
?	0.71	4e-05	5	590.76	2442.24	3798.64	4511.73	4900.67
?	0.72	4e-05	4	602.42	2919.08	4369.55	4816.83	--undefined--
?	0.73	4e-05	4	618.53	2625.66	3659	4593.69	--undefined--
?	0.73	0.01	4	617.33	2383.38	3434.99	4349.42	--undefined--
?	0.74	0.01	5	595.41	1504.86	2224.27	3523.98	4472.65
?	0.74	0.01	5	1113.03	1448.46	1623.93	3244.32	4464.62
?	0.75	0.03	5	1166.77	1491.51	1615.39	3179.72	4462.6
?	0.76	0.03	5	1099.75	1496.58	1596.69	3126.75	4449.48
?	0.76	0.03	5	1000.21	1504.94	1736.71	3044.17	4438.07
?	0.77	0.03	5	1028.86	1526.72	1865.94	3047.49	4498.2
?	0.78	0.03	5	858.65	1520.26	1871.87	3008.11	4486.34
?	0.78	0.03	5	799.65	1524.03	1867.15	2981.5	4498.28
?	0.79	0.03	5	829.58	1521.84	1746.56	2983.79	4505.67
?	0.79	0.03	5	1016.9	1521.46	1703.03	2945.23	4430.24
?	0.8	0.02	5	1056.2	1557.5	1666.2	3267.85	4530.88
?	0.81	0.01	5	1535.1	1639.82	1660.15	3632.52	4578.86
?	0.81	0.001	5	1494.81	1615.44	1620.93	3772.04	4603.52
?	0.82	0.0008	5	1122.66	1502.95	1604.9	3638.63	4608.55
?	0.83	0.0008	5	733.73	1369.1	1492.86	3279.04	4604.99
?	0.83	0.0008	5	705.16	1480.09	1702.53	3458.53	4568.4
?	0.84	0.003	5	748.63	1491.6	2191.89	3980.75	4535.06
?	0.84	0.003	5	1197.8	1715.81	2826.26	3347.17	4419.52
?	0.85	0.003	4	1184.18	1730.76	2955.43	4489.72	--undefined--
?	0.86	0.003	4	1232.73	1667.75	2959.64	4523.23	--undefined--
?	0.86	0.003	4	1402.14	1646.96	3007.4	4483.95	--undefined--
?	0.87	0.003	5	1588.01	1705.49	2981.42	4369.32	4535.07
?	0.88	0.003	4	1583.45	1718.83	3148.44	4456.67	--undefined--
?	0.88	0.003	4	1629.3	1671.55	3521.85	4572.26	--undefined--
?	0.89	0.0009	5	649.14	1603.22	1972.36	3819.36	4647.81
?	0.89	0.0009	4	1578.05	1703.11	3333	4606.06	--undefined--
?	0.9	0.0003	4	1577.47	1651.85	3181.46	4542.21	--undefined--
