rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.38	0.3	5	689.97	1216.64	2595.92	4000.21	4637.18
?	0.38	0.3	5	713.89	1227.31	2591.14	4218.05	4267.88
?	0.39	0.24	5	707.51	1222.74	2590.36	3676.62	4542.08
?	0.39	0.2	5	704.27	1179.67	2588.75	3281.93	4694.5
?	0.4	0.15	5	704.38	1098.25	2595.34	3930.31	4657.29
?	0.41	0.16	5	691.53	1048.72	2600.95	3874.89	4763.38
?	0.41	0.16	5	736.74	1074.99	2571.55	3888.97	4606.72
?	0.42	0.16	5	785.97	1086.24	2562.74	3963.56	4100.18
?	0.43	0.16	5	813.28	1071.27	2579.45	3911.28	4132.27
?	0.43	0.34	5	824.4	1051.41	2588.74	3776.44	4284.88
?	0.44	0.38	5	816.13	1060.25	2663.6	3706.78	4280.86
?	0.44	0.38	5	875.61	1115.11	2557.03	3654.12	4138.23
?	0.45	0.38	5	943.41	1196.48	2525.51	3620.15	4593.03
?	0.46	0.38	5	984	1225.87	2542.45	3757.68	4673.31
?	0.46	0.38	5	1009.46	1245.17	2494.84	3842.27	4660.37
?	0.47	0.38	5	1022.28	1244.17	2187.75	3821.4	4604.09
?	0.48	0.38	5	990.49	1215.96	2214.55	3873.78	4647.17
?	0.48	0.38	5	949.62	1209.16	2327.01	3850.4	4668.82
?	0.49	0.28	5	958.26	1205.86	2311.58	3752.41	4655.51
?	0.49	0.25	5	915.78	1226.99	2247.33	3750.72	4625.04
?	0.5	0.25	5	830.93	1239.23	2244.73	3850.43	4564.56
?	0.51	0.25	5	819.75	1235.81	2261.73	3950.34	4544.26
?	0.51	0.25	5	803.66	1258.26	2281.13	4021.02	4559.27
?	0.52	0.25	5	805	1247.86	2209.5	4071.5	4572.81
?	0.53	0.25	5	795.63	1211.16	2161.47	4107.53	4575.18
?	0.53	0.25	5	802.36	1251.99	2175.36	4161.88	4555.53
?	0.54	0.12	5	814.71	1267.01	2177.48	4234.97	4501.43
?	0.54	0.12	5	801.3	1205.33	2013.43	4341.05	4483.95
?	0.55	0.08	5	734.83	1186.48	1648.49	4412.87	4488.95
?	0.56	0.06	5	655.83	1186.95	1306.51	4311.68	4395.09
?	0.56	0.02	5	587.6	812.64	1225.83	4323.33	4517.47
?	0.57	0.008	5	507.22	802.46	1179.09	3924.69	4650.41
?	0.58	0.003	5	477.39	901.26	902.85	3665.69	4751.67
?	0.58	0.0007	5	459.66	856.72	908.33	3681.99	4711.13
?	0.59	0.0004	5	192.67	650.88	915.79	3606.65	4686.56
?	0.59	0.0004	4	313.64	969.48	3306.91	4552.55	--undefined--
?	0.6	0.0004	4	245.84	1129.42	3184.21	4363.53	--undefined--
?	0.61	0.0002	4	232.46	966.64	3016	4068.48	--undefined--
?	0.61	4e-06	5	230.83	747.08	2882.06	3798.13	5142.01
?	0.62	2e-06	5	235.04	687.48	2797.51	3817.95	4701.78
?	0.63	1e-06	5	241.42	731.18	2708.38	3705.99	4751.78
?	0.63	1e-06	5	239.08	719.04	2731	3769.55	4768.19
?	0.64	1e-06	5	200.29	685.34	2686.95	3765.2	4777.3
?	0.64	7e-07	4	259.84	2521.26	2912.88	4269.78	--undefined--
?	0.65	5e-07	5	295.95	666.85	2882.71	3980.37	4686.28
?	0.66	5e-07	5	221.58	622.27	2746.1	3842.49	4849.88
?	0.66	3e-07	5	224.88	619.67	2772.51	3905.67	4831.94
?	0.67	3e-07	4	591.96	2935.58	3712.51	4757.74	--undefined--
?	0.68	3e-07	4	561.39	2622.67	3457.04	4605.06	--undefined--
?	0.68	8e-06	4	435.79	2548.55	3382.59	4289.07	--undefined--
?	0.69	5e-05	4	367.98	2361.09	3408.05	4402.47	--undefined--
?	0.69	5e-05	4	370.4	2531.93	3723.08	4618.86	--undefined--
?	0.7	5e-05	5	542.52	2490.15	3451.9	4309.66	4789.06
?	0.71	5e-05	5	584.19	2460.4	3846.23	4507.49	4879.9
?	0.71	5e-05	5	574.42	2433.62	3777.49	4507.76	4885.65
?	0.72	5e-05	4	563.28	2825.06	4454.45	4845.1	--undefined--
?	0.73	5e-05	4	588.76	2670.73	3709.79	4746.46	--undefined--
?	0.73	0.01	4	591.73	2506.73	3481.17	4619.52	--undefined--
?	0.74	0.01	4	1493.06	1818.47	3346.41	4341.5	--undefined--
?	0.74	0.01	5	1109.82	1447.72	1620.74	3248.02	4451.49
?	0.75	0.03	5	1109.74	1484.62	1614.46	3175.4	4452.5
?	0.76	0.03	5	1019.88	1494.76	1593.14	3121.4	4441.22
?	0.76	0.03	5	954.82	1508.87	1699.54	3044.85	4428.44
?	0.77	0.03	5	1104.02	1525.91	1865.63	3048.93	4494.47
?	0.78	0.03	5	905.87	1519.62	1868.32	3008.43	4482.16
?	0.78	0.03	5	816.39	1523.97	1871.1	2981.39	4494.84
?	0.79	0.03	5	835.79	1522.28	1751.4	2983.78	4504.69
?	0.79	0.03	5	1014.59	1521	1707.72	2934.76	4437.12
?	0.8	0.02	5	974.16	1556.26	1665.81	3263.87	4526.42
?	0.81	0.01	5	1477.62	1539.01	1647.69	3608.11	4577.22
?	0.81	0.001	5	1491.51	1617.24	1658.36	3768.56	4603.61
?	0.82	0.0009	5	1233.69	1510.45	1794.72	3706.79	4614.98
?	0.83	0.0009	5	1254.3	1292.53	1500.66	3224.72	4600.79
?	0.83	0.0009	4	1289.93	1493.73	3208.64	4546.11	--undefined--
?	0.84	0.003	5	1283.71	1493.81	2387.58	3887.66	4513.98
?	0.84	0.003	4	1184.44	1715.95	3357.63	4417.31	--undefined--
?	0.85	0.003	4	1151.69	1728.41	2968.25	4490.1	--undefined--
?	0.86	0.003	4	1192.47	1666.39	2965.35	4522.71	--undefined--
?	0.86	0.003	4	1359.51	1642.24	3013.77	4483.81	--undefined--
?	0.87	0.003	4	1589.28	1647.87	3079.08	4492.75	--undefined--
?	0.88	0.003	4	1441	1690.62	3146.92	4485.72	--undefined--
?	0.88	0.003	5	694.68	1666.53	1921.48	3707.69	4589.6
?	0.89	0.001	5	645.45	1603.57	1963.24	3822.72	4646.95
?	0.89	0.001	4	1561.18	1727.52	3295.82	4602.49	--undefined--
?	0.9	0.0004	4	1594.46	1650.67	3184.55	4541.47	--undefined--
