rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.51	0.01	4	1404.75	1524.01	3022.7	4442.85	--undefined--
?	0.51	0.01	4	1341.76	1537.27	2971.45	4442.94	--undefined--
?	0.52	0.01	5	806.52	1536.33	2113.41	2930.15	4467.94
?	0.53	0.01	5	880.48	1559.61	1654.55	2930.18	4478.1
?	0.53	0.01	4	1206.26	1586.67	3077.35	4480.31	--undefined--
?	0.54	0.01	4	1508.33	1569.82	3219.09	4542.4	--undefined--
?	0.55	0.004	5	626.7	1310.06	1557.46	3187.23	4568.37
?	0.55	0.003	5	950.28	1537.41	2847.71	2992.8	4542.84
?	0.56	0.003	5	860.7	1571.89	2830.65	3878.24	4482.84
?	0.56	0.003	5	941.78	1620.19	2958.15	3894.4	4430.5
?	0.57	0.003	4	962.08	1636.98	2939.19	4479.14	--undefined--
?	0.58	0.003	5	962.54	1649.64	2921.63	4300.37	4485.9
?	0.58	0.003	5	827.93	1661.74	2999.17	3972.72	4527.32
?	0.59	0.003	5	687.64	1637.23	2922.75	3614.9	4569.12
