rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.23	0.21	5	616.44	1239.6	2669.09	4053.87	4685.75
?	0.23	0.21	5	621.97	1231.57	2644.23	4030.93	4706.86
?	0.24	0.21	5	623.22	1222.1	2626.96	3999.29	4705.58
?	0.25	0.21	5	631.72	1214.95	2624.21	3986.79	4702.8
?	0.25	0.21	5	646.48	1204	2624.45	3955.83	4692.49
?	0.26	0.21	5	670.24	1190.17	2606.21	3890.15	4702.07
?	0.26	0.21	5	672.44	1173.78	2617.85	3912.67	4716.17
?	0.27	0.16	5	672.25	1171.94	2596.31	3883.31	4724.4
?	0.28	0.17	5	702.84	1151.41	2561.64	3879.53	4697.03
?	0.28	0.2	5	753.34	1138.53	2574.14	3918.8	4670.18
?	0.29	0.22	5	769.99	1116.8	2588.85	3883.3	4671.52
?	0.3	0.22	5	738.37	1118.23	2531.63	3842.36	4647.28
?	0.3	0.22	5	777.11	1135	2506.05	3866.52	4656.93
?	0.31	0.22	5	774.27	1129.67	2477.46	3901.09	4684.11
?	0.31	0.22	5	793.24	1111.5	2389.3	3901.66	4650.55
?	0.32	0.22	5	773.54	1141.37	2388.94	3914.73	4668.58
?	0.33	0.22	5	754.06	1175.5	2357.04	3890.15	4662.07
?	0.33	0.22	5	713.95	1201.05	2327.61	3906.78	4618.45
?	0.34	0.18	5	705.15	1202.32	2332.29	3931.02	4577.44
?	0.35	0.18	5	714.67	1180.52	2292.89	3991.14	4557.9
?	0.35	0.16	5	686.46	1148.37	2242.48	3989.35	4533.93
?	0.36	0.16	5	654.06	1141.34	2245	3987.2	4492.84
?	0.36	0.07	5	602.31	1137.6	2160.56	3971.81	4466.3
?	0.37	0.07	5	616.91	1165.14	2227.84	4202.78	4350.17
?	0.38	0.02	5	592.33	1120.33	2298.37	4083.81	4377.99
?	0.38	0.02	5	577.42	1049.92	2229.56	3969.17	4363.1
?	0.39	0.005	5	528.1	1054.31	2250.3	4277.28	4394.74
?	0.4	0.002	5	431.94	1127.07	2294.85	4238.24	4616.06
?	0.4	0.002	5	395.07	1084.32	2258.6	4337.92	4409.45
?	0.41	0.002	5	326.25	1093.58	2078.29	3562.78	4549.71
?	0.41	0.0007	5	368.86	1092.35	2049.53	3722.22	4581.38
?	0.42	0.0003	5	485.01	990.2	2265.18	3571.92	4368.33
?	0.43	0.0002	5	457.93	971.35	2249.08	3389.44	4294.48
?	0.43	9e-05	5	401.26	1078.35	2439.45	3116.2	4412.51
?	0.44	8e-05	5	386.91	996.57	2786.7	2975.93	4642.8
?	0.45	5e-05	5	330.07	952.95	2647.98	3622.54	4689.39
?	0.45	0.0002	5	205.38	945.28	2641.75	3641.05	4551.11
?	0.46	0.0002	5	289.29	1034.37	2803.35	3779.36	4547.96
?	0.46	0.0002	4	1174.28	3110.24	4039.6	4760.64	--undefined--
?	0.47	0.0002	5	553.32	2084.43	2907.85	4164.32	4773.42
?	0.48	0.0002	4	1273.05	2909.35	4210.75	4781.28	--undefined--
?	0.48	0.004	4	1244.08	2705.13	3940.09	4739.64	--undefined--
?	0.49	0.004	5	481.29	1451.33	2414.75	3471.85	4616.65
?	0.5	0.01	4	1321.46	1534.03	3096.09	4460.55	--undefined--
?	0.5	0.01	4	1339.23	1534.24	3060.9	4452.18	--undefined--
?	0.51	0.01	4	1404.49	1524.05	3022.09	4442.75	--undefined--
?	0.51	0.01	4	1342.29	1537.3	2971.11	4442.84	--undefined--
?	0.52	0.01	5	806.76	1536.34	2109.2	2930.18	4467.86
?	0.53	0.01	5	881.22	1559.66	1634.7	2930.74	4478.95
?	0.53	0.01	4	1209.76	1586.72	3076.66	4480.14	--undefined--
?	0.54	0.01	4	1507.95	1569.86	3217.98	4542.09	--undefined--
?	0.55	0.004	5	562.26	1310.06	1557.54	3187.54	4567.97
?	0.55	0.003	5	950.29	1537.45	2847.1	2993.23	4542.79
?	0.56	0.003	5	860.97	1571.93	2831.6	3880.12	4482.86
?	0.56	0.003	5	941.91	1620.29	2958.03	3901.99	4430.15
?	0.57	0.003	4	962.15	1637	2939.06	4479.08	--undefined--
?	0.58	0.003	5	962.62	1649.64	2921.94	4301.05	4486.02
?	0.58	0.003	5	828.04	1661.77	3000.46	3972.21	4527.68
?	0.59	0.003	5	687.87	1637.24	2925.1	3612.99	4569.05
