rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.49	0.17	5	744.15	1186.18	2322.52	3896.23	4637.56
?	0.5	0.17	5	701.52	1213.56	2316.33	3911.41	4599.76
?	0.51	0.17	5	701.66	1203.22	2328.14	3911.51	4588.41
?	0.51	0.15	5	709.18	1210.94	2332.47	3978.39	4571.86
?	0.52	0.14	5	720.56	1181.85	2295.33	4007.25	4566.59
?	0.53	0.14	5	687.12	1138.14	2229.82	4010.1	4547.38
?	0.53	0.14	5	673.63	1145.4	2218.61	4029.64	4523.83
?	0.54	0.08	5	651.51	1129.11	2216.18	4035.93	4478.75
?	0.54	0.08	5	609.54	1122.43	2175.18	3933.91	4477.62
?	0.55	0.05	5	608.09	1133.36	2014.51	4103.45	4433.28
?	0.56	0.03	5	630.62	1157	2244.01	4277.44	4346.95
?	0.56	0.02	5	594.69	1148.59	2313.53	4230.97	4354.91
?	0.57	0.006	5	588.54	1057.58	2316.87	3853.51	4478.14
?	0.58	0.003	5	586.53	1047.33	2263.2	3868.04	4378.02
?	0.58	0.002	5	567.33	1018.09	2269.5	4297.07	4342.77
?	0.59	0.002	5	467.69	1070.71	2263.45	4238.08	4857.16
?	0.59	0.002	5	404.51	1128.6	2275.72	4153.53	4554.36
?	0.6	0.002	5	415.94	1095.41	2263.89	4289.18	4904.74
?	0.61	0.0006	5	329.5	1057.29	2114.34	3636.95	4426.59
?	0.61	0.0006	5	316.96	1092.59	2075.21	3525.49	4547.16
?	0.62	0.0005	5	316.85	1126.41	2010.76	3707.01	4655.74
?	0.63	0.0003	5	412.32	1088.23	1818.01	3776.08	4540.39
?	0.63	0.0002	4	672.94	1102.52	2868.46	4327.65	--undefined--
?	0.64	0.0001	5	381.75	1028.79	2202.45	3281.45	4371.91
?	0.64	9e-05	5	431.41	1104.5	2361.12	3326.46	4356.15
?	0.65	9e-05	5	401.61	1113.37	2527.98	3073	4421.45
?	0.66	4e-05	5	413.82	1061.43	2335.16	2937.43	4527.38
?	0.66	3e-05	5	370.93	951.44	2770.51	3118.97	4748.48
?	0.67	3e-05	5	325.37	965.77	2745.15	3631.72	4729.21
?	0.68	3e-05	5	247.16	959.02	2683.83	3549.71	4593.71
?	0.68	3e-05	5	257.14	931.27	2680.08	3698.11	4453.82
?	0.69	0.0002	5	318.21	1061.25	2780.33	3718.38	4536.77
?	0.69	0.0002	5	307.49	1243.53	3023.41	3827.12	4462.36
?	0.7	0.0002	4	1137.5	2987.42	3982.77	4743.55	--undefined--
?	0.71	0.0002	5	507.94	1692.84	2873.2	4142.85	4770.88
?	0.71	0.0002	5	347.58	2056.58	3287.44	4227.07	4786.44
?	0.72	0.0002	4	1148.81	2880.77	4141.73	4763.44	--undefined--
?	0.73	0.0002	4	1147.33	2685.11	3727.37	4691.14	--undefined--
?	0.73	0.004	5	782.23	1298.22	2501.81	3564.11	4674.2
?	0.74	0.004	5	663.46	1435.84	2404.95	3486.26	4506.8
?	0.74	0.004	5	1240.36	1261.89	1510.58	3166.35	4469.22
?	0.75	0.009	4	1304.24	1524.49	3066.33	4457.86	--undefined--
?	0.76	0.009	4	1325.05	1520.26	3052.76	4452.33	--undefined--
?	0.76	0.009	4	1322.37	1523.04	3060.22	4444.37	--undefined--
?	0.77	0.009	4	1492.01	1525.85	3008.59	4439.92	--undefined--
?	0.78	0.009	4	1250.28	1523.08	2967.17	4444.9	--undefined--
?	0.78	0.009	5	716.75	1527.93	2504.14	2953.33	4491.71
?	0.79	0.009	5	779.98	1533.8	2312.75	2982.34	4527
?	0.79	0.009	5	1007.27	1538.87	2461.79	3357.35	4463.81
?	0.8	0.007	4	1443.49	1573.61	3053.98	4473.77	--undefined--
?	0.81	0.004	5	706.27	1435.03	1569.55	3173.17	4537.28
?	0.81	0.0006	4	1526.71	1619.56	3247.92	4565.13	--undefined--
?	0.82	0.0006	5	1338.48	1545.68	2119.87	3263.72	4580.41
?	0.83	0.0006	5	952.52	1518.34	2590.28	3040.31	4559.59
?	0.83	0.001	5	779.55	1542	2764.83	3204.12	4551.03
?	0.84	0.002	5	850.27	1561.4	2729.78	3822.61	4521.34
?	0.84	0.002	5	923.14	1569.78	2859.88	3856.74	4433.3
?	0.85	0.002	4	992.41	1643.23	2992.98	4436.93	--undefined--
?	0.86	0.002	4	991.91	1640.15	2957.77	4481.29	--undefined--
?	0.86	0.002	5	1029.29	1633.04	2980.51	4448.52	4840.64
?	0.87	0.002	5	965.85	1654.63	2893.91	4140.47	4513.77
?	0.88	0.002	5	948.69	1668.86	3024.66	4072.51	4467.33
?	0.88	0.002	5	757.84	1637.11	3019.2	3631.39	4554.92
?	0.89	0.0005	5	699.47	1607.33	2635.73	3739.27	4615.27
?	0.89	0.0004	4	1569.84	2249.14	3247.08	4562.56	--undefined--
?	0.9	0.0004	5	839.51	1638.76	2881.18	3681.38	4545.48
