rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.03	1e-06	4	199.64	884.41	2635.95	4180.93	--undefined--
?	0.03	1e-06	4	683.64	2684.19	4069.69	5203.05	--undefined--
?	0.04	1e-06	5	173.04	740.58	2579.81	3947.39	5091.84
?	0.05	2e-06	5	185.03	896.03	2593.4	3887.93	5022.45
?	0.05	2e-06	5	175.69	884.58	2656.7	3750.89	4783.03
?	0.06	2e-06	5	167.22	810.63	2920.35	3888.14	5134.78
?	0.06	2e-06	5	163.56	726.66	2645.62	3690.26	5294.94
?	0.07	2e-06	5	155.97	708.66	2550.84	3706.04	4987.5
?	0.08	2e-06	5	145.01	807.12	2749.28	3720.69	4846.43
?	0.08	2e-06	5	139.78	886.41	2736.09	4061.81	5164.05
?	0.09	2e-06	4	139.85	1098.64	2690.26	4078.55	--undefined--
?	0.1	1e-06	5	134.82	1140.84	2819.8	4163.86	4953.56
?	0.1	1e-06	5	140.33	1056.13	2843.04	3627.38	4701.42
?	0.11	7e-07	4	158.83	2495.53	3183.64	4020.57	--undefined--
?	0.11	3e-07	4	181.5	2415.86	3348.66	4153.4	--undefined--
?	0.12	3e-07	4	192.94	2243.38	3443.47	4355.2	--undefined--
?	0.13	3e-07	4	174.52	2270.07	3296.46	4253.14	--undefined--
?	0.13	3e-07	4	159.24	2317.53	3224.45	4179.59	--undefined--
?	0.14	3e-07	4	148.48	2345.39	3213.97	4460.53	--undefined--
?	0.15	3e-07	4	149.69	2141.45	3430.32	4431.44	--undefined--
?	0.15	3e-07	4	147.33	1990.69	3246.76	4133.04	--undefined--
?	0.16	1e-07	4	144.9	1894.93	3156.71	4163.89	--undefined--
?	0.16	1e-07	5	143.73	1850.93	3194.56	4120.98	5296.17
?	0.17	2e-05	5	136.84	1834.17	3044.8	4017.48	5018.77
?	0.18	0.0003	5	138.74	1942.59	2912.6	4210.87	4800.57
?	0.18	0.003	4	246.41	1714.58	3062.86	3990.42	--undefined--
?	0.19	0.01	4	380.66	1649.89	3050.9	3463.17	--undefined--
?	0.2	0.02	5	399.76	1633.9	2415.04	3057.41	4134.53
?	0.2	0.06	5	449.58	1612.3	2683.56	2742.88	4084.42
?	0.21	0.18	5	521.32	1582.72	2645.51	4123.49	4407.97
?	0.21	0.22	5	596.13	1572.15	2648.15	4006.04	4615.69
?	0.22	0.25	5	636.04	1549.24	2665.32	4042.1	4639.53
?	0.23	0.25	5	653.65	1503.16	2667.96	4053.88	4678.05
?	0.23	0.25	5	666.67	1463.74	2641.31	4030.46	4697.14
?	0.24	0.25	5	679.01	1427.99	2625.36	4002.45	4695.4
?	0.25	0.25	5	697.16	1407.66	2620.62	3997.8	4690.17
?	0.25	0.25	5	727.19	1375.1	2619.26	3985.3	4668.85
?	0.26	0.25	5	748.49	1345.31	2602.34	3921.48	4676.86
?	0.26	0.25	5	740.12	1319.67	2610.31	3928.15	4709.34
?	0.27	0.2	5	760.12	1256.11	2607.54	3881.83	4714.83
?	0.28	0.23	5	814.42	1204.8	2580.16	3868.79	4665.55
?	0.28	0.33	5	861.34	1208.88	2588.58	3901.13	4585.27
?	0.29	0.33	5	893.53	1205.9	2609.71	3859.11	4569.89
?	0.3	0.33	5	911.27	1195.26	2576.85	3807.48	4542.54
