rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.23	0.28	5	659.39	1267.56	2667.25	4055.51	4677.79
?	0.23	0.28	5	666.81	1254.38	2641.12	4032.14	4698.7
?	0.24	0.28	5	676.49	1242.68	2625.95	4005.54	4697.97
?	0.25	0.28	5	696.02	1238.02	2621.3	4000.57	4692.76
?	0.25	0.28	5	723.65	1231.23	2619.57	3988.75	4672.48
?	0.26	0.28	5	748.95	1222.81	2601.84	3928.58	4676.64
?	0.26	0.28	5	743.36	1214.2	2607.8	3931.66	4705.6
?	0.27	0.2	5	755.55	1188.46	2604.81	3882.09	4713.08
?	0.28	0.24	5	813.13	1176.66	2575.37	3869.83	4661.31
?	0.28	0.34	5	864.75	1187.94	2584.58	3904.82	4578.67
?	0.29	0.34	5	902.96	1188.95	2604.5	3861.5	4563.44
?	0.3	0.34	5	925.67	1189.55	2570.18	3808.73	4539.39
?	0.3	0.34	5	966.24	1211.73	2528.68	3824	4641.54
?	0.31	0.34	5	1010.6	1217.2	2496.93	3877.3	4666.1
?	0.31	0.34	5	990.54	1220.7	2388.02	3876.23	4635.63
?	0.32	0.34	5	957.54	1218.2	2367.06	3880.08	4657.84
?	0.33	0.34	5	941.45	1215.33	2324.85	3842.03	4652.65
?	0.33	0.32	5	844.76	1234.26	2281.91	3877.89	4605.43
?	0.34	0.25	5	820.96	1239.53	2275.84	3943.8	4567.78
?	0.35	0.25	5	808.34	1230.57	2226.67	4043.82	4564.95
?	0.35	0.22	5	815.52	1225.6	2198.67	4090.04	4547.14
?	0.36	0.22	5	826.03	1250.26	2192.36	4141.41	4501.27
?	0.36	0.11	5	808.33	1195.17	2122	4148.31	4484.97
?	0.37	0.09	5	744.7	1208.22	1723.78	4421.54	4498.08
?	0.38	0.03	5	543.18	923.32	1249.05	4270.46	4489.64
?	0.38	0.02	5	459.79	881.52	1198.59	3763	4972.06
?	0.39	0.005	5	422.37	546.52	904.03	3615.05	5000.2
?	0.4	0.0006	4	387.02	907.22	3072.1	4202.18	--undefined--
?	0.4	0.0002	5	229.02	923.3	2685.55	3894.02	5020.7
?	0.41	0.0002	4	225.69	2171.73	3331	4301.88	--undefined--
?	0.41	4e-06	4	226.99	2292.18	3198.01	4336.48	--undefined--
?	0.42	8e-07	4	228.74	1871.84	2878.61	4229.25	--undefined--
?	0.43	8e-07	4	221.45	1621	2921.19	3997.28	--undefined--
?	0.43	6e-07	4	210.41	2113.32	3146.13	4216.75	--undefined--
?	0.44	2e-07	4	209.37	2251.72	3419.62	4390.61	--undefined--
?	0.45	1e-07	5	221.22	1893.14	2660.02	3719.33	5171.49
?	0.45	7e-06	5	213.18	1990.62	2754.64	3864.67	4817.42
?	0.46	7e-06	5	216.47	2055.3	3159.74	3870	4845.58
?	0.46	7e-06	5	236.4	2210.88	3515.32	4453.76	4962.19
?	0.47	7e-06	5	180.06	2466.86	3749.6	4530.75	4984.57
?	0.48	0.0003	5	194.36	2434.82	3658.54	4524.39	4985.59
?	0.48	0.007	4	1495.43	2948.01	4352.2	4914.27	--undefined--
?	0.49	0.007	5	570.69	1399.22	1634.63	3438.08	4775.93
?	0.5	0.02	5	1200.46	1438.53	1644.12	3179.2	4414.18
?	0.5	0.02	5	1186.56	1454.03	1620.4	3120.25	4409.36
?	0.51	0.02	5	1380.61	1471.38	1547.9	2967.52	4450.11
?	0.51	0.02	5	1171.3	1526.8	1536.18	2950.1	4457.41
?	0.52	0.02	5	905.36	1531.73	1693.39	2952.58	4480.77
?	0.53	0.02	5	835.95	1550.11	1696.85	2955.53	4504.21
?	0.53	0.02	5	804.17	1574.19	1648.52	3126.17	4526.62
?	0.54	0.02	5	1358.98	1544.36	1701.64	3549.73	4585.28
?	0.55	0.01	5	1159.91	1518.72	1786.26	3514.51	4600.49
?	0.55	0.004	5	1074.05	1447.38	1558.32	3478.38	4574.13
?	0.56	0.004	4	1399.58	1593.44	3481.73	4484.89	--undefined--
?	0.56	0.004	4	1287.65	1680.46	2982.18	4475.38	--undefined--
?	0.57	0.004	4	1281.28	1659.31	2967.79	4516.43	--undefined--
?	0.58	0.004	4	1362.69	1653.11	3005.51	4504.31	--undefined--
?	0.58	0.004	4	1664.7	1666.49	3082.88	4549.64	--undefined--
?	0.59	0.004	4	1615.06	1657.95	3160.48	4586.12	--undefined--
