rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.4	0.0007	4	374.41	907.53	3316.39	4188.37	--undefined--
?	0.4	0.0001	5	228.12	914.86	2798.3	3944.42	4950.32
?	0.41	0.0001	4	225.83	2414.23	3154.78	4187.25	--undefined--
?	0.41	3e-06	4	226.88	2413.87	3114.49	4309.91	--undefined--
?	0.42	7e-07	4	228.69	1302.6	2855.95	4072.35	--undefined--
?	0.43	7e-07	4	221.9	2250.66	3119.08	4009.13	--undefined--
?	0.43	6e-07	4	210.92	2258.92	3329.46	4178.07	--undefined--
?	0.44	2e-07	4	210.77	2224.73	3457.55	4383.92	--undefined--
?	0.45	1e-07	4	222.21	2065.42	3511.47	4870.76	--undefined--
?	0.45	6e-06	5	213.27	1892.39	3131.26	3879.74	5301.15
?	0.46	6e-06	5	216.61	1950.99	3103.55	3920.25	4897.93
?	0.46	6e-06	5	243.33	2386.35	3432.39	4412.87	4938.32
?	0.47	6e-06	5	304.17	2397.32	3617.5	4503.44	4969.13
?	0.48	0.0003	5	267.04	2201.58	3527.65	4499.13	4968.84
?	0.48	0.007	5	222.15	1529.83	3222.16	4204.27	4902.53
?	0.49	0.007	4	1394.01	1628.41	3435.29	4525.68	--undefined--
?	0.5	0.02	5	1272.97	1451.61	1648.89	3199.15	4427.04
?	0.5	0.02	5	1246.11	1462.62	1621.67	3133.96	4421.63
?	0.51	0.02	5	1329.6	1480.02	1548.88	2966.44	4453.1
?	0.51	0.02	5	1100.31	1533.44	1541.87	2950.11	4459.78
?	0.52	0.02	5	882.46	1531.28	1694.9	2952.8	4482.68
?	0.53	0.02	5	815.22	1549.96	1696.93	2955.48	4506.31
?	0.53	0.02	5	786.23	1574.33	1651.02	3140.12	4528.03
?	0.54	0.02	5	1341.66	1544.63	1705.29	3563.52	4583.67
?	0.55	0.01	5	1181.26	1522.14	1801.46	3539.44	4600.9
?	0.55	0.004	5	1345.17	1482.72	1558.79	3508.28	4573.99
?	0.56	0.004	4	1392.84	1601.8	3376.94	4481.94	--undefined--
?	0.56	0.004	4	1273.39	1678.23	2979.49	4477.77	--undefined--
?	0.57	0.004	4	1267.48	1658.04	2967.23	4517.12	--undefined--
?	0.58	0.004	4	1344.9	1653.05	3005.26	4505.53	--undefined--
?	0.58	0.004	4	1651.45	1667.73	3083	4552.63	--undefined--
?	0.59	0.004	4	1615.55	1656.82	3162.97	4587.51	--undefined--
