rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.22	2e-07	4	431.2	2452.46	3350.86	4537.36	--undefined--
?	0.23	1e-07	4	326.93	2479.03	3262.66	4344.22	--undefined--
?	0.23	1e-07	4	221.46	2272.25	3268.85	4338.01	--undefined--
?	0.24	1e-07	4	194.44	2413.75	3260.51	4271.19	--undefined--
?	0.24	5e-08	4	187.53	2636.59	3382.8	4238.67	--undefined--
?	0.25	5e-08	4	167.53	2148.16	3248.34	4256.92	--undefined--
?	0.26	5e-08	4	165.58	2096.94	3235.06	4223.41	--undefined--
?	0.26	2e-07	4	164.1	2135.5	3159.9	4186	--undefined--
?	0.27	7e-06	4	170.6	2023.91	3045.22	4050.19	--undefined--
?	0.28	0.0002	5	187.92	2063.52	3108.45	3924.52	5066.64
?	0.28	0.002	4	397.82	2516.61	3165.91	4411.11	--undefined--
?	0.29	0.004	4	411	1711.34	3101.28	4043.83	--undefined--
?	0.29	0.007	5	413.49	1025.18	1628.64	3113.1	4359.25
?	0.3	0.02	5	425.15	1576.97	1622.88	3282.3	4109.65
?	0.31	0.02	5	466.81	1597.86	1872.59	3012.28	4067.35
?	0.31	0.06	5	531.1	1594.67	2681.55	4154.66	4402.53
?	0.32	0.26	5	590.31	1606.33	2652.68	3974.32	4556.92
?	0.33	0.26	5	608.93	1592.84	2645.34	3990.39	4630.17
?	0.33	0.29	5	642.17	1528.33	2662.23	4062.05	4604.27
?	0.34	0.29	5	657.52	1460.84	2679.36	4111.59	4615.85
?	0.34	0.29	5	657.84	1426.79	2661.14	4092.08	4659.11
?	0.35	0.29	5	657.88	1399.37	2632.05	4031.77	4655.79
?	0.36	0.29	5	665.33	1379.67	2624.28	4012.89	4687.94
?	0.36	0.29	5	667.01	1383.49	2622.18	4028.74	4681.65
?	0.37	0.29	5	666.98	1365.27	2608.21	4018.6	4693.2
?	0.38	0.29	5	680.6	1331.98	2594.68	3995.12	4625.15
?	0.38	0.25	5	705.83	1318.14	2589.53	4120.69	4289.86
?	0.39	0.19	5	703.53	1300.11	2585.74	3521.76	4609.06
?	0.39	0.18	5	702.63	1289.69	2598.16	3670.54	4677.71
?	0.4	0.13	5	702.19	1156.81	2602.89	3843.48	4710.05
?	0.41	0.17	5	698.63	1116.71	2603.92	3875.01	4755.2
?	0.41	0.17	5	743.28	1135.59	2574.27	3885.82	4618.55
?	0.42	0.17	5	789.6	1148.32	2564.42	3968.1	4066.66
?	0.43	0.18	5	821.17	1145.74	2580.99	3939.77	4059.01
?	0.43	0.35	5	840.9	1118.83	2588.54	3773.93	4243.4
?	0.44	0.38	5	832.85	1100.2	2670.64	3704.43	4227.82
?	0.44	0.38	5	871.09	1123.39	2566.55	3649.25	4125.68
?	0.45	0.38	5	935.39	1182.19	2533.67	3623.92	4602.42
?	0.46	0.38	5	973.64	1208.02	2545.63	3759.59	4674.63
?	0.46	0.38	5	1003.88	1213.76	2489.09	3838.32	4657.64
?	0.47	0.38	5	1025.94	1209.23	2157.07	3819.14	4604.01
?	0.48	0.38	5	981.26	1196.64	2229.72	3873.43	4649.65
?	0.48	0.38	5	937.8	1202.32	2349.97	3833.57	4661.77
?	0.49	0.25	5	956.33	1202.84	2349.82	3720.94	4661.95
?	0.49	0.25	5	915.46	1227.43	2262.8	3712.96	4645.45
?	0.5	0.25	5	822.64	1238.81	2228.03	3825.65	4584.93
?	0.51	0.25	5	816.35	1233.76	2254.2	3960.27	4566.3
?	0.51	0.25	5	800.03	1255.66	2270.25	4031.7	4573.48
?	0.52	0.25	5	803.27	1249.07	2230.35	4073.6	4582.41
?	0.53	0.25	5	795.1	1224.55	2179.16	4112.16	4569.39
?	0.53	0.25	5	789.27	1268.73	2180.42	4176.12	4542.89
?	0.54	0.12	5	797.89	1256.21	2165.19	4288.87	4476.61
?	0.54	0.12	5	791.61	1197.27	2006.24	4447.82	4465.85
?	0.55	0.08	5	732.7	1182.44	1623.02	4449.58	4494.04
?	0.56	0.05	5	645.14	1186.6	1243.79	4283.28	4478.64
?	0.56	0.02	5	583.95	776.41	1225.21	4336.01	4427.41
?	0.57	0.006	5	509.32	783	1167.6	3896.22	4989.14
?	0.58	0.003	5	470.2	909.36	955.76	3634.25	4994.23
?	0.58	0.0006	5	453.91	915.69	938.23	3640.24	4904.31
?	0.59	0.0003	5	457.84	751.7	922.26	3604.49	4867.46
?	0.59	0.0003	5	335.04	352.83	1067.21	3686.71	4717.23
?	0.6	0.0003	4	247.84	1154.74	3369.26	4227.16	--undefined--
?	0.61	0.0002	4	230.66	1024.66	3089.77	4153.34	--undefined--
?	0.61	5e-06	5	228.64	770.69	2837.6	3859.52	4974.38
?	0.62	3e-06	3	235.3	2765.36	4260.82	--undefined--	--undefined--
?	0.63	1e-06	5	245.04	751.93	2688.18	3814.88	4729.76
?	0.63	1e-06	5	246.96	777.89	2631.56	3835.49	4823.06
?	0.64	8e-07	4	231.83	2342.11	3534.87	4150.01	--undefined--
?	0.64	7e-07	4	235.6	2055.65	3129.46	4032.39	--undefined--
?	0.65	4e-07	5	310.06	445.65	2889.7	4229.39	4295.59
?	0.66	4e-07	5	171.32	617.88	2790.25	3730.78	4814.73
?	0.66	4e-07	5	220.33	623.41	2800.88	3658.5	4814.35
?	0.67	4e-07	4	566.24	2842.06	3775.01	4797.87	--undefined--
?	0.68	4e-07	4	348.22	2380.59	3317.06	4350.24	--undefined--
?	0.68	8e-06	4	254.62	2425.16	3189.5	4178.34	--undefined--
?	0.69	5e-05	4	261.44	2547.63	3372.79	4418.33	--undefined--
?	0.69	5e-05	5	84.9	304.28	2968.58	3791.89	4682.41
?	0.7	5e-05	5	482.74	3164.23	3294.59	4292.41	4789.32
?	0.71	5e-05	5	540.67	2476.39	3863.55	4513.25	4885.87
?	0.71	5e-05	5	515.85	2380.74	3857.07	4519.38	4895.63
?	0.72	5e-05	4	472.88	2934.52	4469.83	4856.31	--undefined--
?	0.73	5e-05	4	533.82	2736.34	3704.67	4767.88	--undefined--
?	0.73	0.01	4	540.74	2457.58	3460.34	4712.17	--undefined--
?	0.74	0.01	4	1489.21	1737.35	3395.15	4500.42	--undefined--
?	0.74	0.01	5	1038.21	1440.82	1626.17	3239.1	4462.37
?	0.75	0.03	5	1062.45	1474.79	1610.7	3162.33	4450.43
?	0.76	0.03	5	1001.82	1491.27	1571.07	3113.75	4440
?	0.76	0.03	5	1161.48	1484.72	1528.18	2981.84	4445.61
?	0.77	0.03	5	1477.65	1601.23	1785.37	2955.93	4451.8
?	0.78	0.03	5	1123.18	1513.45	1687.14	2948.65	4451.85
?	0.78	0.03	5	847.78	1525.26	1892.11	2965.43	4486.96
?	0.79	0.03	5	824.3	1527.45	1782.68	2982.01	4513.45
?	0.79	0.03	5	926.06	1517.06	1733.68	2942.81	4431.35
?	0.8	0.02	5	859.94	1553.91	1673.98	3250.45	4529.41
?	0.81	0.01	5	1298.53	1540.65	1654.24	3578.68	4579.06
?	0.81	0.001	5	1494.74	1615.9	1633.84	3761.18	4605.1
?	0.82	0.0009	5	1239.18	1510.26	1793.23	3708.49	4615.25
?	0.83	0.0009	5	1261.02	1425.04	1501.7	3232	4601.7
?	0.83	0.0009	4	1304.61	1495.34	3225.62	4548.18	--undefined--
?	0.84	0.003	5	1285.27	1491.87	1651.63	3813.15	4510.8
?	0.84	0.003	4	1173.31	1714.59	3368.91	4418.95	--undefined--
?	0.85	0.003	4	1138.76	1727	2967.51	4494.35	--undefined--
?	0.86	0.003	4	1187.59	1666.5	2964.98	4523.75	--undefined--
?	0.86	0.003	4	1358.01	1642.45	3013.37	4485.02	--undefined--
?	0.87	0.003	4	1547.49	1649.35	3071.32	4497.24	--undefined--
?	0.88	0.003	4	1396.51	1690.6	3141.49	4489.98	--undefined--
?	0.88	0.003	5	655.06	1668.58	1788.31	3658.66	4583.65
?	0.89	0.001	5	453.41	1589.9	1886.48	3770.32	4639.13
?	0.89	0.001	4	1549.35	1749.39	3257.64	4590.29	--undefined--
?	0.9	0.0004	4	1612.22	1650.32	3178.17	4534.26	--undefined--
