rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.26	1e-06	5	170.09	1862.69	2539.81	3478.55	4504.38
?	0.26	3e-06	5	167.17	1854.97	2381.32	3427.98	4452.5
?	0.27	0.009	5	179.07	1868.72	2492.81	3312.85	4519.3
?	0.28	0.01	5	207.5	1459.78	2911.1	3382.22	4616.98
?	0.28	0.01	5	217.42	1691.3	2974.25	3475.12	4630.26
?	0.29	0.01	5	322.22	1654.01	3000.99	3532.32	4611.46
?	0.29	0.01	5	378.33	1548.03	3004.71	3509.04	4562.72
?	0.3	0.03	5	418.87	1332.15	2820.38	3575.7	4519.71
?	0.31	0.03	5	450.06	1254.03	2653.69	3768.96	4296.01
?	0.31	0.08	5	488.27	1208.64	2644.52	3909.83	4457.53
?	0.32	0.17	5	551.72	1192.11	2656.87	3956.05	4599.87
?	0.33	0.17	5	572.46	1198.99	2659.26	4002.16	4634.77
?	0.33	0.19	5	593.61	1189.58	2657.95	4024.37	4623.92
?	0.34	0.19	5	609.91	1201.13	2673.96	4039.6	4634.68
?	0.34	0.19	5	620.35	1209.21	2681.72	4044.41	4671.61
?	0.35	0.19	5	622.17	1199.11	2648.98	4031.65	4702.99
?	0.36	0.19	5	622.8	1194.62	2631.5	4001.33	4701.64
?	0.36	0.19	5	631.46	1197.96	2631.21	4005.47	4684.54
?	0.37	0.19	5	633.48	1183.7	2626.3	3994	4696.39
?	0.38	0.19	5	643.14	1166.98	2626.08	3959.61	4688.69
?	0.38	0.19	5	664.09	1162.45	2585.67	3842.87	4675.24
?	0.39	0.16	5	669.79	1147.91	2584.95	3813.55	4672.93
?	0.39	0.16	5	670.98	1136.79	2621.1	3913.95	4696.82
?	0.4	0.16	5	668.78	1155.74	2608.26	3901.53	4717.02
?	0.41	0.16	5	668.47	1148.18	2583.23	3861.91	4692.16
?	0.41	0.16	5	688.54	1134.86	2552	3851.88	4658.98
?	0.42	0.16	5	722.26	1136.81	2548.65	3910.16	4617.36
?	0.43	0.16	5	752.16	1126.36	2567.01	3919.29	4649.26
?	0.43	0.22	5	777.19	1104.16	2577.89	3868.79	4654.75
?	0.44	0.22	5	760.51	1103.26	2586.22	3819.86	4642.56
?	0.44	0.22	5	737.71	1113.07	2521.75	3814.75	4614.65
?	0.45	0.22	5	789.25	1129.05	2493.55	3835.96	4623.97
?	0.46	0.22	5	797.67	1147.02	2511.66	3878.05	4640.78
?	0.46	0.22	5	786.57	1130.9	2470.94	3910.11	4664.68
?	0.47	0.22	5	791.67	1111.83	2363.58	3880.11	4617.76
?	0.48	0.22	5	808.68	1102.71	2353.75	3885.62	4618.19
?	0.48	0.21	5	769.3	1147.2	2394.58	3895.75	4646.98
?	0.49	0.17	5	754.32	1160.57	2387.52	3868.6	4646.49
?	0.49	0.17	5	744.32	1184.69	2329.39	3896.81	4639.64
?	0.5	0.17	5	702.05	1213.73	2319.94	3911.51	4603.79
?	0.51	0.17	5	701.37	1203.63	2328.79	3910.59	4588.41
?	0.51	0.14	5	710.22	1213.62	2340.07	3972.98	4565.46
?	0.52	0.13	5	721.25	1182.57	2286.01	4010.05	4558.12
?	0.53	0.13	5	688.56	1135.94	2210.07	4008.56	4551.47
?	0.53	0.13	5	673.73	1142.51	2212.38	4025.22	4532.99
?	0.54	0.08	5	653.07	1133.13	2233	3995.58	4489.64
?	0.54	0.08	5	608.39	1122.88	2176.61	3911.91	4492.03
?	0.55	0.04	5	605.48	1131.48	2019.39	4083.64	4415.13
?	0.56	0.03	5	623.46	1146.43	2186.17	4223.62	4363.13
?	0.56	0.02	5	586.83	1133.18	2267.17	4137.83	4372.1
?	0.57	0.006	5	589.04	1059.63	2317.98	3849.31	4484.87
?	0.58	0.003	5	600.21	1062.83	2298.56	4147.21	4347.65
?	0.58	0.002	4	602.64	1019.86	2304.54	4284.63	--undefined--
?	0.59	0.002	5	475.27	1064.74	2265.43	4233.1	5192.69
?	0.59	0.002	5	404.54	1128.07	2275.94	4149.26	4543.64
?	0.6	0.002	5	416.62	1098.33	2265.77	4284.1	4803.4
?	0.61	0.0006	5	331.58	1057.62	2129.33	3676.83	4415.84
?	0.61	0.0006	5	316.72	1098.09	2082.04	3493.93	4531.4
?	0.62	0.0005	5	315.72	1141.8	1985	3678.8	4649.55
?	0.63	0.0003	5	406.78	1092.45	1841.44	3749.06	4545.33
?	0.63	0.0002	4	565.69	977.52	2714.97	4312.29	--undefined--
?	0.64	0.0001	5	406.72	870.43	2344.65	3330.22	4265.81
?	0.64	9e-05	5	439.53	1096.3	2366.01	3330.65	4317.27
?	0.65	9e-05	5	401.4	1113.19	2521.56	3103.24	4395.03
?	0.66	4e-05	5	413.68	1061.32	2345.63	2963.36	4517.66
?	0.66	3e-05	5	371.38	951.65	2706.93	3171.33	4745.3
?	0.67	3e-05	5	325.15	965.79	2757.22	3654.64	4717.86
?	0.68	3e-05	5	244.33	958.97	2684.87	3562.63	4590.37
?	0.68	3e-05	5	251.24	930.14	2671.68	3697.15	4470.84
?	0.69	0.0002	5	318.13	1061.33	2781.24	3714.51	4531.3
?	0.69	0.0002	5	308.57	1245.71	3037.16	3832.37	4468
?	0.7	0.0002	4	1131.06	2985.5	3979.67	4742.46	--undefined--
?	0.71	0.0002	4	847.09	2873.61	4139.99	4769.57	--undefined--
?	0.71	0.0002	5	337.68	2058.78	3264.25	4229.27	4786.56
?	0.72	0.0002	4	1154.59	2890.74	4140.78	4761.97	--undefined--
?	0.73	0.0002	4	1153.46	2681.14	3674.82	4682.86	--undefined--
?	0.73	0.003	5	595.86	1306.16	2488.92	3546.49	4668.79
?	0.74	0.003	5	676.51	1441.34	2406.99	3485.77	4505.97
?	0.74	0.003	5	1242.16	1356.37	1510.84	3170.92	4470.82
?	0.75	0.01	4	1305.04	1523.63	3066.59	4458.32	--undefined--
?	0.76	0.01	4	1331.35	1516.98	3053.45	4452.84	--undefined--
?	0.76	0.01	5	1300.28	1400.68	1521.1	3127.42	4448.08
?	0.77	0.01	5	304.98	1527.33	1832.6	3205.54	4524.32
?	0.78	0.01	5	219.32	1533.05	1842.43	3124.07	4502.96
?	0.78	0.01	5	712.39	1530.98	2389.09	2978.05	4506.01
?	0.79	0.01	5	772.52	1528.67	2286.57	2980.38	4519.99
?	0.79	0.01	5	1014.54	1539.63	2452.58	3311.89	4467.45
?	0.8	0.007	4	1445.19	1573.68	3056.23	4473.54	--undefined--
?	0.81	0.004	4	1439.11	1569.56	3172.28	4537.21	--undefined--
?	0.81	0.0005	4	1526.6	1619.46	3248.04	4564.68	--undefined--
?	0.82	0.0005	5	1340.2	1545.73	2105.48	3262.93	4580.48
?	0.83	0.0005	5	952.64	1518.3	2592.15	3039.29	4559.76
?	0.83	0.0009	5	779.31	1541.93	2762.11	3209.1	4550.78
?	0.84	0.002	5	849.77	1561.32	2725.88	3825.14	4521.49
?	0.84	0.002	5	923.01	1569.75	2859.3	3860.4	4433.08
?	0.85	0.002	4	992.13	1643.13	2991.99	4436.32	--undefined--
?	0.86	0.002	4	991.65	1640.12	2957.24	4481.12	--undefined--
?	0.86	0.002	5	1029.14	1633.04	2979.91	4448.09	4839.05
?	0.87	0.002	5	966.75	1654.62	2893.9	4143.45	4512.62
?	0.88	0.002	5	949.53	1668.79	3024.94	4066.22	4467.32
?	0.88	0.002	5	758.01	1637.1	3018.32	3630.06	4554.55
?	0.89	0.0004	5	699.69	1607.37	2635.59	3740.66	4615.72
?	0.89	0.0004	4	1569.84	2253.28	3247.05	4563.73	--undefined--
?	0.9	0.0003	5	838.82	1638.77	2880.98	3682.01	4545.86
