rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.31	0.07	5	532.11	1610.26	2668.78	3980.2	4335.27
?	0.32	0.24	5	591.73	1608.93	2656.14	3872.58	4592.01
?	0.33	0.24	5	611.69	1600.75	2652.09	3980.8	4641.58
?	0.33	0.26	5	636.63	1551.04	2659.62	4046.75	4646.56
?	0.34	0.26	5	649.66	1505.7	2668.18	4068.13	4674.93
?	0.34	0.26	5	654.5	1485.51	2662.53	4084.34	4685.4
?	0.35	0.26	5	658.48	1464.9	2636.74	4042.93	4702.33
?	0.36	0.26	5	663.22	1428.23	2621.29	4017.3	4703.75
?	0.36	0.26	5	663.57	1416.64	2616.1	4017.43	4694.96
?	0.37	0.26	5	667.47	1413.69	2624.88	4021.47	4649
?	0.38	0.26	5	681.92	1379.89	2615.47	4101.71	4476.44
?	0.38	0.26	5	710.29	1363.4	2612.93	4111.35	4680.87
?	0.39	0.18	5	702.83	1332.01	2591.07	3457.56	4641.72
?	0.39	0.16	5	699.7	1300.38	2599.75	3615.56	4679.22
?	0.4	0.12	5	691.53	1147.98	2604.4	3739.93	4700.88
?	0.41	0.17	5	686.99	1126.19	2591.64	3696.62	4714.16
?	0.41	0.17	5	747.58	1145.93	2573.32	3800.8	4475.48
?	0.42	0.17	5	791.22	1156.9	2566.33	3887.77	4262.03
?	0.43	0.2	5	823.63	1158.9	2583.18	3916.61	4226.54
?	0.43	0.36	5	846.33	1143.13	2591.26	3816.74	4307.15
?	0.44	0.39	5	845.18	1128.93	2680.5	3758.71	4280.46
?	0.44	0.39	5	875.49	1134.59	2580.57	3672.11	4247.21
?	0.45	0.39	5	932.89	1181.33	2536.85	3627.38	4622.57
?	0.46	0.39	5	971.48	1210.57	2552.07	3779.07	4685.28
?	0.46	0.39	5	995.57	1229.66	2507.79	3856.08	4679.2
?	0.47	0.39	5	1026.9	1230.07	2187.6	3805.51	4618.04
?	0.48	0.39	5	965.08	1192.34	2228.49	3800.66	4622.46
?	0.48	0.39	5	921.55	1199.34	2307.77	3729.86	4647.09
?	0.49	0.26	5	933.76	1202.52	2298.51	3640.92	4643.69
?	0.49	0.26	5	897.91	1226.1	2242.91	3731.46	4613.01
?	0.5	0.26	5	813.97	1237.92	2239.63	3898.43	4579.37
?	0.51	0.26	5	815.6	1234.03	2259.06	3982.63	4570.88
?	0.51	0.26	5	799.37	1255.1	2261.95	4040.24	4576.03
?	0.52	0.26	5	799.14	1233.52	2198.86	4080.44	4582.27
?	0.53	0.26	5	792.6	1203.76	2160.4	4111.25	4577.45
?	0.53	0.26	5	796.34	1244.1	2164.56	4190.72	4547.94
?	0.54	0.13	5	812.41	1253.73	2171.54	4222.41	4488.98
?	0.54	0.13	5	800.05	1195.55	2001.61	4277.91	4500.08
?	0.55	0.08	5	727.85	1182.34	1631.75	4368.73	4496.32
?	0.56	0.05	5	655.19	1192.05	1254.42	4301.91	4381.16
?	0.56	0.02	5	619.75	767.56	1216.4	4275.3	4430.03
?	0.57	0.006	5	519.22	781.21	1187.14	3682.96	4864.28
?	0.58	0.003	5	480.1	904.55	905.85	3477.05	4815.34
?	0.58	0.0009	5	447.88	892.68	908.91	3719.45	4877.2
?	0.59	0.0004	4	425.49	738.66	916.09	3776.1	--undefined--
?	0.59	0.0004	4	323.62	1000.93	3666.67	5089.02	--undefined--
?	0.6	0.0004	4	241.28	1148.72	3247.17	4268.83	--undefined--
?	0.61	0.0002	5	229	1073.71	2922.93	3713.72	4923.19
?	0.61	4e-06	5	227.78	856.96	2662.26	3685.77	4985.72
?	0.62	2e-06	5	231.99	474.61	2649.53	3765.58	4928.29
?	0.63	1e-06	5	244.8	755.33	2848.64	3897.7	5150.9
?	0.63	1e-06	4	247.03	777.7	2793.05	4007.74	--undefined--
?	0.64	8e-07	4	227.47	2435.76	3493.95	3858.38	--undefined--
?	0.64	7e-07	4	236.93	1855.45	2846.12	4131.07	--undefined--
?	0.65	4e-07	5	274.1	841.48	2877.67	4218.57	4729.3
?	0.66	4e-07	5	237.16	641.03	2769.62	3849.87	4938.79
?	0.66	4e-07	5	207.09	618.62	2817.26	3785.64	4811.09
?	0.67	4e-07	4	518.31	2851.19	3819.43	4698.15	--undefined--
?	0.68	4e-07	4	291.47	2299.15	3401.73	4232.69	--undefined--
?	0.68	8e-06	4	247.84	2453.17	3276.2	4172.74	--undefined--
?	0.69	5e-05	4	255.03	2551.84	3611.39	4398.58	--undefined--
?	0.69	5e-05	5	296.51	2205.13	2965.9	3795.66	4689.39
?	0.7	5e-05	5	455.79	2962.85	3247.44	4307.79	4791.49
?	0.71	5e-05	5	510.97	2515.45	3871.5	4516.42	4887.18
?	0.71	5e-05	5	479.56	2456.5	3875.55	4522.02	4896.63
?	0.72	5e-05	4	427.18	2906.79	4470.23	4857.3	--undefined--
?	0.73	5e-05	4	469.24	2688.4	3753.68	4776.46	--undefined--
?	0.73	0.01	4	521.23	2440.31	3519.91	4713.53	--undefined--
?	0.74	0.01	4	1488.05	1914.8	3450.38	4492.15	--undefined--
?	0.74	0.01	5	1036.83	1440.66	1628.17	3226.4	4460.3
?	0.75	0.03	5	1067.5	1474.55	1610.58	3161.56	4452.82
?	0.76	0.03	5	1011.91	1491.3	1570.32	3111.71	4440.32
?	0.76	0.03	5	1207.24	1477.01	1529.2	2980.43	4446.03
?	0.77	0.03	5	1474.83	1598.19	1822.94	2956.33	4453.27
?	0.78	0.03	5	1119.54	1513.6	1690.46	2948.53	4452.88
?	0.78	0.03	5	842.6	1525.18	1894.46	2965.19	4487.48
?	0.79	0.03	5	817.53	1527.32	1782.81	2981.31	4513.31
?	0.79	0.03	5	904.94	1516.57	1729.45	2936.27	4411.29
?	0.8	0.02	5	863.7	1553.86	1675.13	3233.31	4528.45
?	0.81	0.01	5	1337.9	1540.55	1653.61	3578.02	4579.46
?	0.81	0.001	5	1494.15	1624.51	1630.56	3753.78	4604.99
?	0.82	0.0009	5	1237.52	1510.12	1791.37	3697.8	4614.51
?	0.83	0.0009	5	1259.93	1372.15	1501.6	3229.89	4604.22
?	0.83	0.0009	4	1301.61	1493.89	3228.57	4549.97	--undefined--
?	0.84	0.003	5	1112.58	1491.96	1732.01	3869.46	4515.88
?	0.84	0.003	4	1170.77	1713.12	3376.93	4418.72	--undefined--
?	0.85	0.003	4	1139.68	1727.11	2967.96	4493.82	--undefined--
?	0.86	0.003	4	1188.91	1666.64	2964.93	4523.39	--undefined--
?	0.86	0.003	4	1361.42	1642.67	3013.45	4484.2	--undefined--
?	0.87	0.003	4	1562.56	1649	3072.49	4495.21	--undefined--
?	0.88	0.003	4	1424.38	1690.88	3140.2	4485	--undefined--
?	0.88	0.003	5	566.46	1669.17	1730.22	3637.58	4580.77
?	0.89	0.001	5	311.73	1586.79	1877.45	3756.68	4637.44
?	0.89	0.001	4	1549.82	1750.93	3261.74	4592.38	--undefined--
?	0.9	0.0004	4	1612.18	1650.66	3179.66	4535.9	--undefined--
