rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.5	0.16	5	702.43	1212.99	2321.32	3911.69	4604.38
?	0.51	0.16	5	702.17	1203.07	2326.55	3909.71	4583.46
?	0.51	0.14	5	709.94	1213.7	2340.02	3971.15	4565.06
?	0.52	0.13	5	721.36	1184.52	2288.79	4009.81	4558.46
?	0.53	0.13	5	689.88	1136.17	2211.07	4008.66	4551.44
?	0.53	0.13	5	673.73	1142.33	2212.19	4024.73	4533.73
?	0.54	0.08	5	653.73	1133.62	2232.92	3997.07	4489.82
?	0.54	0.08	5	609.52	1122.74	2180.55	3912.36	4492.62
?	0.55	0.04	5	600.73	1138.86	2034.87	4080.7	4419.91
?	0.56	0.03	5	582.24	1159.27	2246.65	4171.85	4343.19
?	0.56	0.02	5	567.31	1117.14	2314.46	3963.15	4385.87
?	0.57	0.006	5	534.84	1066.8	2297.94	3956.96	4381.51
?	0.58	0.002	5	558.3	1048.13	2224.96	3952.92	4314.28
?	0.58	0.002	4	584.91	1013.09	2275.1	4288.22	--undefined--
?	0.59	0.002	4	492.63	1078.86	2290.72	4248.34	--undefined--
?	0.59	0.002	5	406.53	1137.53	2295.31	4168.5	4490.72
?	0.6	0.002	5	418.69	1105.23	2283.61	4266.97	4978.86
?	0.61	0.0007	5	335.12	1060.68	2238.77	3800.07	4355.75
?	0.61	0.0007	5	318.01	1095.86	2126.18	3500.02	4519.72
?	0.62	0.0005	5	314.59	1140.7	1997.67	3705.41	4645.57
?	0.63	0.0003	5	397.55	1090.2	1849.82	3801.48	4565.79
?	0.63	0.0002	4	573.27	945.4	2857.59	4257.47	--undefined--
?	0.64	0.0001	5	407.53	863.57	2329.72	3490.2	4158.71
?	0.64	9e-05	5	431.66	1074.77	2346.27	3352.51	4341.84
?	0.65	9e-05	5	390.48	1107.49	2484.89	3087.33	4429.02
?	0.66	5e-05	5	412.62	1059.55	2313.53	2963.78	4512.62
?	0.66	3e-05	5	370.95	953.58	2511.91	3352.68	4731.22
?	0.67	3e-05	5	324.01	964.2	2701.06	3655.11	4688.19
?	0.68	3e-05	5	243.02	956.92	2662.22	3563.88	4586.42
?	0.68	3e-05	5	264.69	931.35	2648.99	3724.73	4482.69
?	0.69	0.0002	5	315.75	1065.59	2714.86	3688.84	4551.23
?	0.69	0.0002	5	309.55	1245.46	3047.5	3820.84	4452.14
?	0.7	0.0002	4	1133.38	2996.83	3999.67	4740.88	--undefined--
?	0.71	0.0002	4	1079.13	2796.15	4171.89	4773.39	--undefined--
?	0.71	0.0002	5	329.96	2122.32	3187.2	4229.13	4785.79
?	0.72	0.0002	4	1360.59	2849.61	4052.18	4745.98	--undefined--
?	0.73	0.0002	4	1455.67	2618.44	3706.82	4560.55	--undefined--
?	0.73	0.003	5	579.39	1365.12	2414.09	3489.54	4498.76
?	0.74	0.003	5	594.13	1369.59	2351.44	3471.07	4455.26
?	0.74	0.003	5	1141.66	1508.5	1698.35	3226.28	4458.85
?	0.75	0.01	4	1304.93	1523.38	3067.38	4458.65	--undefined--
?	0.76	0.01	4	1334.65	1515.73	3051.76	4452.16	--undefined--
?	0.76	0.01	5	763.66	1515.08	1587.13	3117.34	4448.66
?	0.77	0.01	4	1527.15	1833.2	3203.35	4523.72	--undefined--
?	0.78	0.01	5	285.14	1533.18	1845.08	3121.63	4502.91
?	0.78	0.01	5	712.68	1530.99	2384.39	2977.28	4507.2
?	0.79	0.01	5	776.73	1528.44	2297.17	2980.61	4519.67
?	0.79	0.01	5	1016.96	1540.31	2460.31	3299.34	4466.35
?	0.8	0.007	4	1448.33	1573.74	3056.26	4472.09	--undefined--
?	0.81	0.003	5	428.52	1442	1568.96	3178.05	4537.82
?	0.81	0.0005	4	1525.12	1622.06	3251.35	4565.39	--undefined--
?	0.82	0.0005	5	1333.02	1545.94	2135.49	3255.7	4580.73
?	0.83	0.0005	5	947.48	1518.12	2594.03	3037.35	4559.75
?	0.83	0.0009	5	779.48	1542.82	2749.63	3231.03	4551.36
?	0.84	0.002	5	850.91	1561.5	2732.51	3829.43	4520.06
?	0.84	0.002	5	924.14	1570.44	2861.91	3850.57	4431.72
?	0.85	0.002	4	994.21	1644.04	2991.62	4438.1	--undefined--
?	0.86	0.002	4	991.41	1639.4	2957.95	4480.63	--undefined--
?	0.86	0.002	5	1031.46	1633.34	2980.79	4447.58	4786.54
?	0.87	0.002	5	964.8	1654.96	2891	4133.76	4515.76
?	0.88	0.002	5	948.54	1668.6	3028.29	4076.44	4466.07
?	0.88	0.002	5	753.65	1636.18	3005.53	3638.26	4558.55
?	0.89	0.0004	5	699.78	1605.92	2631.98	3735.22	4615.78
?	0.89	0.0004	4	1570.12	2238.84	3243.82	4562.23	--undefined--
?	0.9	0.0003	5	838.67	1639.4	2882.18	3686.07	4546.04
