rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.71	0.0002	5	498.22	1782.17	2863.41	4142.43	4770.24
?	0.71	0.0002	5	344.36	2063.91	3291.16	4226.35	4786.23
?	0.72	0.0002	4	1157.21	2888.66	4134.26	4760.21	--undefined--
?	0.73	0.0002	4	1149.5	2681.91	3642.88	4682.37	--undefined--
?	0.73	0.003	5	621.59	1306.55	2491.15	3550.09	4668.13
?	0.74	0.003	5	670.17	1437.35	2404.4	3477.96	4511.24
?	0.74	0.003	5	1209.31	1487.08	1510.41	3178.96	4470.96
?	0.75	0.01	4	1304.55	1523.54	3067.13	4458	--undefined--
?	0.76	0.01	4	1331.27	1516.98	3053.75	4452.55	--undefined--
?	0.76	0.01	5	1295.08	1401.64	1521.1	3126.21	4447.34
?	0.77	0.01	5	307.45	1527.3	1832.8	3205.62	4523.83
?	0.78	0.01	5	220.03	1533.03	1842.66	3124.06	4502.91
?	0.78	0.01	5	712.25	1530.97	2388.77	2978.36	4506.27
?	0.79	0.01	5	772.28	1528.65	2283.56	2980.71	4521.12
?	0.79	0.01	5	1013.97	1539.62	2452.13	3305.57	4467.4
?	0.8	0.007	4	1444.14	1573.73	3055.15	4472.87	--undefined--
?	0.81	0.004	5	432.07	1438.23	1569.55	3173.43	4537.28
?	0.81	0.0005	4	1526.64	1619.88	3248.29	4565.21	--undefined--
?	0.82	0.0005	5	1340.84	1545.92	2094.65	3263.46	4580.71
?	0.83	0.0005	5	953.1	1518.4	2586.3	3039.58	4559.66
?	0.83	0.0009	5	779.79	1542.02	2770.3	3195.72	4550.17
?	0.84	0.002	5	850.41	1561.34	2728.85	3820.49	4520.5
?	0.84	0.002	5	923.19	1569.75	2859.96	3855.81	4433.13
?	0.85	0.002	4	992.7	1643.26	2992.97	4436.58	--undefined--
?	0.86	0.002	4	992.01	1640.15	2957.72	4481.22	--undefined--
?	0.86	0.002	5	1029.16	1633.02	2980.01	4448.45	4839.7
?	0.87	0.002	5	965.83	1654.62	2893.51	4141.84	4514.02
?	0.88	0.002	5	947.74	1668.87	3024.18	4062.84	4468.05
?	0.88	0.002	5	757.59	1637.11	3016.34	3635.23	4555.02
?	0.89	0.0005	5	699.61	1607.29	2635.32	3741.91	4615.34
?	0.89	0.0004	4	1569.82	2247.02	3246.17	4563.37	--undefined--
?	0.9	0.0003	5	839.43	1638.78	2880.99	3684.35	4546.34
