rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.26	6e-08	4	167.79	2104.64	3318.61	4357.21	--undefined--
?	0.26	2e-07	4	164.8	2027.62	3165.06	4182.26	--undefined--
?	0.27	0.001	4	171.18	1933.29	3007.77	4095.03	--undefined--
?	0.28	0.001	5	190.07	1790.33	3124.38	4037.2	5089.82
?	0.28	0.008	5	324.86	1686.75	2886.75	3288.78	4645.97
?	0.29	0.008	5	408.91	1656.64	2862.09	3232.35	4587.68
?	0.29	0.008	5	427.4	1599.3	2723.43	3170	4512.89
?	0.3	0.03	5	480.19	1386.5	1943.75	3195.05	4423.37
?	0.31	0.04	5	485.96	1286.54	1756.09	3082.4	4068.53
?	0.31	0.09	4	531.26	1276.4	2663.9	4169.07	--undefined--
?	0.32	0.25	5	598.11	1211.99	2653.77	3859.72	4585
?	0.33	0.25	5	618.95	1196.96	2654.28	3957.31	4648.57
?	0.33	0.33	5	637.41	1191.85	2659.13	4030.4	4631.64
?	0.34	0.33	5	646.94	1210.31	2672.66	4042.69	4631
?	0.34	0.33	5	655.49	1222.07	2678.49	4052.04	4668.26
?	0.35	0.33	5	659.37	1213.03	2640.35	4043.99	4703.83
?	0.36	0.33	5	664.53	1204.35	2622.69	4027.31	4707.03
?	0.36	0.33	5	670.73	1201.33	2622.29	4034.84	4690.19
?	0.37	0.33	5	676.24	1191.07	2615.46	4024.83	4698.96
?	0.38	0.33	5	694.86	1183.32	2615.08	4008.8	4680.17
?	0.38	0.3	5	717.08	1184.59	2596.1	3947.84	4570.57
?	0.39	0.27	5	714.14	1176.7	2600.77	3500.36	4597.35
?	0.39	0.23	5	707.18	1158.01	2611.26	3550.59	4657.07
?	0.4	0.16	5	697.1	1080.08	2622.77	4382.03	4527.44
?	0.41	0.17	5	680.74	1035.47	2602.09	3924.77	4745.15
?	0.41	0.17	5	730.42	1057.28	2567.17	3948.61	4169.12
?	0.42	0.17	5	778.5	1069.78	2566.17	3946.37	3995.96
?	0.43	0.17	5	816.47	1061.77	2580.44	3928.15	4189.48
?	0.43	0.33	5	832.23	1050.25	2584.92	3817.25	4375
?	0.44	0.4	5	823.75	1064.93	2607.99	3684.95	4482.48
?	0.44	0.4	5	887.62	1128.37	2556.66	3634.7	5337.91
?	0.45	0.4	5	941.93	1200.37	2509.07	3582.9	4634.7
?	0.46	0.4	5	981.77	1236.01	2538.36	3702.18	4646.12
?	0.46	0.4	5	1005.43	1266.11	2520.68	3827.01	4656.9
?	0.47	0.4	5	1028.27	1269.33	2203.6	3802.88	4609.83
?	0.48	0.4	5	979.18	1218.47	2226.04	3811.87	4617.11
?	0.48	0.4	5	937.93	1209.69	2316.6	3772.21	4645.21
?	0.49	0.27	5	953.29	1205.52	2320.79	3704.21	4643.24
?	0.49	0.26	5	932.76	1231.72	2270.1	3788.46	4624.38
?	0.5	0.26	5	836.96	1241.02	2238.27	3895.4	4585.88
?	0.51	0.26	5	821.98	1235.33	2258.95	3973.47	4571.6
?	0.51	0.26	5	806.21	1258.07	2277	4028.68	4565.84
?	0.52	0.26	5	805.61	1247.96	2207.99	4073.1	4574.81
?	0.53	0.26	5	792.39	1209.49	2160.24	4108.6	4576.81
?	0.53	0.26	5	794.19	1245.51	2163.51	4185.47	4551.58
?	0.54	0.13	5	812.09	1258.29	2172.66	4217.95	4490.64
?	0.54	0.13	5	801.51	1198.03	2015.42	4261.42	4499.53
?	0.55	0.08	5	730.55	1182.72	1651.62	4363.02	4498.72
?	0.56	0.05	5	651.53	1187.7	1296.56	4299.24	4386.41
?	0.56	0.02	5	593.15	793.07	1213.27	4256.39	4421.47
?	0.57	0.009	5	507.01	777.21	1179.84	3719.28	4653.85
?	0.58	0.003	5	464.61	908.48	954.29	3585.14	4815.83
?	0.58	0.0008	5	460.9	892.2	910.34	3397.63	4701.12
?	0.59	0.0004	5	492.55	658.61	913.71	3505.55	4774.28
?	0.59	0.0004	4	484.97	1039.28	3487.8	4812.98	--undefined--
?	0.6	0.0004	4	247.65	1157.19	3219.35	4469.77	--undefined--
?	0.61	0.0002	4	233.35	1034.05	3183.78	4242.79	--undefined--
?	0.61	5e-06	5	229.78	745.57	2880.56	3658.64	5078.64
?	0.62	3e-06	5	234.19	703.38	2727.39	3667.62	4948.33
?	0.63	1e-06	5	239.54	723.45	2740.42	3714.13	5028.43
?	0.63	1e-06	5	245.15	718.58	2774.02	3737.84	4983.78
?	0.64	1e-06	5	227.81	721.63	2770.73	3646.72	4870.96
?	0.64	1e-06	4	265.5	670.78	2847.17	3809.85	--undefined--
?	0.65	1e-06	4	274.36	827.88	2827.86	3988.38	--undefined--
?	0.66	1e-06	5	250	599.72	2729.1	3896.56	5066.18
?	0.66	2e-07	5	242.87	621.64	2722.6	3961.59	4909.67
?	0.67	2e-07	4	587.65	2743.88	3755.51	4668.7	--undefined--
?	0.68	2e-07	4	576.04	2670.01	3527.91	4580.55	--undefined--
?	0.68	9e-06	4	499.39	2643.43	3621.76	4353.22	--undefined--
?	0.69	5e-05	4	440.09	2567.76	3512.52	4420.67	--undefined--
?	0.69	5e-05	4	435.3	2701.09	3729	4634.62	--undefined--
?	0.7	5e-05	5	551.28	2285.18	3325.37	4310.53	4791.59
?	0.71	5e-05	5	583.97	2405.25	3879.4	4514.17	4884.88
?	0.71	5e-05	5	575.57	2317.83	3858.53	4514.71	4890.53
?	0.72	5e-05	4	564.18	2865.72	4460.08	4846.55	--undefined--
?	0.73	5e-05	4	596.98	2689.6	3637.99	4746.51	--undefined--
?	0.73	0.01	4	597.72	2423.99	3423.55	4700.88	--undefined--
?	0.74	0.01	4	1494.02	1773.16	3405.15	4345.99	--undefined--
?	0.74	0.01	5	1121.71	1446.92	1620.9	3243.8	4456.77
?	0.75	0.03	5	1121.68	1485.34	1617.55	3173.07	4451.85
?	0.76	0.03	5	1031	1494.54	1595.05	3117.65	4440.75
?	0.76	0.03	5	943.36	1508.56	1699.12	3042.6	4425.24
?	0.77	0.03	5	1071.04	1526.19	1865.66	3048.44	4493.61
?	0.78	0.03	5	896.54	1519.71	1868.69	3008.36	4481.26
?	0.78	0.03	5	815.9	1523.94	1870.04	2981.36	4493.08
?	0.79	0.03	5	838.55	1522.34	1751.06	2983.94	4503.05
?	0.79	0.03	5	1019.2	1520.99	1709.06	2936.39	4418.53
?	0.8	0.02	5	984.35	1556.42	1663.93	3258.33	4525.03
?	0.81	0.01	5	1503.55	1538.65	1646.66	3594.87	4578.55
?	0.81	0.001	5	1491.17	1615.53	1664.46	3773.95	4603.78
?	0.82	0.0009	5	1227.83	1509.75	1779.19	3712.52	4614.25
?	0.83	0.0009	5	928.06	1255.87	1500.33	3230.57	4600.48
?	0.83	0.0009	4	1259.39	1489.22	3278.02	4552.17	--undefined--
?	0.84	0.003	5	1241.75	1492.8	2215.99	3881.01	4515.73
?	0.84	0.003	5	1189.24	1716.87	1727.04	3345.14	4417.97
?	0.85	0.003	4	1161.3	1730.35	2966.68	4489.03	--undefined--
?	0.86	0.003	4	1201.23	1667.02	2965.34	4521.82	--undefined--
?	0.86	0.003	4	1373.47	1642.77	3014.48	4483.54	--undefined--
?	0.87	0.003	4	1626.93	1645.71	3084.89	4490.82	--undefined--
?	0.88	0.003	4	1508.82	1691.75	3153.63	4476.04	--undefined--
?	0.88	0.003	5	694.34	1666.69	1918.37	3701.31	4589.3
?	0.89	0.001	5	648.34	1605.92	1979.63	3827.24	4649.52
?	0.89	0.001	4	1570.26	1715.37	3327.5	4606.54	--undefined--
?	0.9	0.0004	4	1570.99	1651.64	3187.3	4542.73	--undefined--
