rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.42	8e-07	4	230.06	2153.42	3319.47	4522.35	--undefined--
?	0.43	8e-07	5	221.92	1524.89	2702.22	3578	5245.96
?	0.43	6e-07	4	210.35	1934.59	3043.85	3742.8	--undefined--
?	0.44	2e-07	4	209.41	2253.3	3416.54	4319.33	--undefined--
?	0.45	1e-07	5	221.14	1736.86	2765.84	3779.55	5190.87
?	0.45	6e-06	5	213.18	2097.43	2656.68	3756.5	4917.58
?	0.46	6e-06	5	216.12	2196.93	3426.07	3639.95	4847.4
?	0.46	6e-06	5	234.29	2209.64	3520.09	4472.07	4970.19
?	0.47	6e-06	5	131.68	2484.92	3703.42	4529.72	4985.73
?	0.48	0.0003	5	181.04	2406.5	3615.39	4530.02	4989.7
?	0.48	0.008	4	1489.7	2908.44	4269.48	4906.26	--undefined--
?	0.49	0.008	4	1397.14	1632.36	3426.48	4765.44	--undefined--
?	0.5	0.02	5	1210.02	1436.95	1642.12	3186.94	4409.29
?	0.5	0.02	5	1194.41	1453.79	1619.63	3124.34	4405.61
?	0.51	0.02	5	1418.02	1464.62	1548.88	2967.48	4450.25
?	0.51	0.02	5	1182.05	1524.38	1536.53	2949.68	4457.17
?	0.52	0.02	5	907.54	1531.8	1694.43	2952.19	4480.1
?	0.53	0.02	5	837.92	1550.17	1697.27	2954.98	4503.54
?	0.53	0.02	5	801.78	1574.48	1645.53	3125.23	4530.67
?	0.54	0.02	5	1360.08	1544.12	1701.17	3558.2	4586.68
?	0.55	0.01	5	1152.02	1517.87	1783.3	3513.61	4601.06
?	0.55	0.004	5	1036.9	1457.6	1556.66	3473.72	4574.43
?	0.56	0.004	4	1399.18	1593.25	3474.31	4484.18	--undefined--
?	0.56	0.004	4	1289.72	1681.07	2981.61	4474.99	--undefined--
?	0.57	0.004	4	1283.61	1659.51	2967.8	4515.85	--undefined--
?	0.58	0.004	4	1367.93	1653.2	3005.24	4503.29	--undefined--
?	0.58	0.004	4	1666.06	1670.5	3083.95	4548.17	--undefined--
?	0.59	0.004	4	1608.57	1658.41	3162.64	4587.23	--undefined--
