rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.42	0.15	5	789.28	1138.22	2563.24	3972.41	4066.42
?	0.43	0.17	5	819.34	1127.89	2579.99	3939.81	4071.61
?	0.43	0.35	5	834.72	1090.62	2588.08	3773.85	4258.97
?	0.44	0.38	5	821.63	1076.47	2670.53	3702.53	4257.58
?	0.44	0.38	5	872.26	1118.15	2560.09	3648.84	4142.44
?	0.45	0.38	5	939.57	1188.78	2527.51	3622.51	4600.93
?	0.46	0.38	5	978.01	1216.07	2541.9	3761.72	4674.65
?	0.46	0.38	5	1006.2	1228.11	2483.96	3841.59	4658.97
?	0.47	0.38	5	1024.31	1229.22	2148.66	3823.72	4605.03
?	0.48	0.38	5	983.77	1207.14	2219.65	3879.38	4650.2
?	0.48	0.38	5	942.44	1206.56	2347.26	3849.21	4662.78
?	0.49	0.25	5	962.12	1203.67	2353.94	3748.32	4661.23
?	0.49	0.25	5	917	1227.19	2280.11	3774.38	4638.42
?	0.5	0.25	5	824.53	1239.68	2255.84	3862.89	4571.12
?	0.51	0.25	5	818.67	1235.68	2260.75	3956.37	4548.3
?	0.51	0.25	5	803.52	1258.81	2276.58	4023.86	4560.97
?	0.52	0.25	5	803.56	1246.29	2204.25	4072.52	4573.61
?	0.53	0.25	5	791.95	1211.39	2159.57	4109.51	4576.14
?	0.53	0.25	5	793.14	1248.3	2163.48	4188.25	4548.52
?	0.54	0.12	5	807.81	1260.76	2171.61	4225.64	4489.63
?	0.54	0.12	5	798.82	1200.86	2003.46	4289.52	4502.06
?	0.55	0.08	5	724.81	1187.11	1604.82	4375.91	4513.23
?	0.56	0.05	5	642.3	1171.32	1218.53	4215.25	4478.82
?	0.56	0.02	4	615.89	776.89	1220.87	4294.51	--undefined--
?	0.57	0.005	5	504.97	781.19	1177.16	3565.84	4816.72
?	0.58	0.003	5	455.81	903.55	954.13	3583.16	4986.42
?	0.58	0.0009	5	428.73	902.34	932.24	3582.35	4899.19
?	0.59	0.0004	5	380.52	907.53	948.24	3623.52	4956.87
?	0.59	0.0004	5	318.63	687.25	1043.15	3635.49	4889.23
?	0.6	0.0004	4	245.78	1153.22	3134.6	4298.58	--undefined--
?	0.61	0.0002	4	230.45	1048.3	3025.33	4071.94	--undefined--
?	0.61	5e-06	5	230.05	794.64	2732.43	3633.2	4880.66
?	0.62	3e-06	5	234.42	410.29	2621.6	3633.75	4801.03
?	0.63	1e-06	5	243.69	747.85	2651.71	3798.1	4905.02
?	0.63	1e-06	5	242.8	733.13	2696.17	3841.25	4977.46
?	0.64	8e-07	4	252.05	689.68	2725.86	3760.37	--undefined--
?	0.64	7e-07	4	238.06	1940.91	2973.42	4096.18	--undefined--
?	0.65	4e-07	5	284.75	738.43	2850.42	4186.03	4789.81
?	0.66	4e-07	5	195.56	623.84	2773.94	3840.47	4906.66
?	0.66	4e-07	4	606.48	2814.82	3796.61	4919.38	--undefined--
?	0.67	4e-07	4	575.14	2816.88	3616.71	4802.8	--undefined--
?	0.68	4e-07	4	455.39	2282.01	3376.93	4249.62	--undefined--
?	0.68	8e-06	4	267.82	2314.32	3312.17	4169.18	--undefined--
?	0.69	5e-05	4	261.13	2372.49	3364.17	4245.56	--undefined--
?	0.69	5e-05	5	293.86	2378.96	2959.25	3784.26	4684
?	0.7	5e-05	5	472.1	3101.51	3336.87	4268.01	4784.22
?	0.71	5e-05	5	543.35	2518.28	3885.86	4511.99	4882.81
?	0.71	5e-05	5	525.4	2414.97	3880.55	4512.78	4889.78
?	0.72	5e-05	4	492.09	2899.2	4474.25	4859.78	--undefined--
?	0.73	5e-05	4	536.01	2714.6	3643.76	4758.58	--undefined--
?	0.73	0.01	4	529.96	2443.46	3439	4668.06	--undefined--
?	0.74	0.01	4	1483.16	1764.71	3400.21	4301.91	--undefined--
?	0.74	0.01	5	1065.76	1443.75	1627.32	3240.78	4455.22
?	0.75	0.03	5	1068.03	1476.34	1615.39	3159.1	4449.06
?	0.76	0.03	5	994.55	1491.31	1575.83	3108.49	4438.06
?	0.76	0.03	5	1078.57	1501.83	1525.97	2982.18	4445.12
?	0.77	0.03	5	1484.92	1606.8	1691.45	2955.23	4452.01
?	0.78	0.03	5	1118.48	1513.49	1692	2948.53	4452.16
?	0.78	0.03	5	850.29	1524.76	1895.46	2964.85	4486.58
?	0.79	0.03	5	836.02	1523.41	1769.22	2978.69	4509.94
?	0.79	0.03	5	974.31	1518.6	1694.21	2915.75	4434.38
?	0.8	0.02	5	919.97	1554.83	1671.7	3240.04	4534.99
?	0.81	0.01	5	1382.53	1540.58	1653.12	3579.46	4578.81
?	0.81	0.001	5	1494.47	1626.36	1628.89	3760.7	4604.59
?	0.82	0.0009	5	1238.46	1510.33	1798.03	3701.95	4615.59
?	0.83	0.0009	5	1260.1	1413.89	1501.76	3234.54	4602.82
?	0.83	0.0009	4	1300.39	1495.36	3231.11	4548.28	--undefined--
?	0.84	0.003	5	1313.72	1492.42	2008.11	3823.24	4508.93
?	0.84	0.003	4	1182.17	1722.04	3354.56	4417.88	--undefined--
?	0.85	0.003	4	1143.28	1729.17	2967.57	4493.63	--undefined--
?	0.86	0.003	4	1189.77	1666.99	2964.83	4523.63	--undefined--
?	0.86	0.003	4	1359.44	1642.53	3013.32	4484.57	--undefined--
?	0.87	0.003	4	1558.9	1649.17	3073.14	4495.44	--undefined--
?	0.88	0.003	4	1403.41	1690.66	3144.78	4488.07	--undefined--
?	0.88	0.003	5	686.39	1667.68	1863.7	3687.98	4587.49
?	0.89	0.001	5	601.98	1598.1	1923.52	3799.03	4643.61
?	0.89	0.001	4	1553.35	1743.87	3275.86	4595.86	--undefined--
?	0.9	0.0004	4	1617.59	1649.34	3182.36	4536.7	--undefined--
