rowLabel	time(s)	intensity	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
?	0.28	0.16	5	703.72	1179.58	2561.8	3879.43	4697.16
?	0.28	0.2	5	754.25	1163.14	2574.34	3918.9	4670.32
?	0.29	0.22	5	770.77	1135.7	2588.85	3883.59	4671.42
?	0.3	0.22	5	739.68	1125.46	2531.58	3842.5	4647.14
?	0.3	0.22	5	777.58	1136.7	2506.07	3866.45	4656.88
?	0.31	0.22	5	774.45	1129.78	2477.39	3901.05	4684.11
?	0.31	0.22	5	793.28	1111.53	2389.33	3901.68	4650.53
?	0.32	0.22	5	773.55	1141.37	2388.94	3914.8	4668.56
?	0.33	0.22	5	754.09	1175.49	2357.06	3890.18	4662.08
?	0.33	0.22	5	713.96	1201.05	2327.65	3906.83	4618.47
?	0.34	0.19	5	705.15	1202.32	2332.31	3931.08	4577.42
?	0.35	0.19	5	714.67	1180.52	2292.91	3991.13	4557.86
?	0.35	0.16	5	686.46	1148.37	2242.46	3989.39	4533.93
?	0.36	0.16	5	654.03	1141.32	2244.87	3987.24	4492.86
?	0.36	0.08	5	602.29	1137.58	2160.39	3971.86	4466.3
?	0.37	0.07	5	616.93	1165.16	2228.17	4202.7	4350.29
?	0.38	0.02	5	592.36	1120.37	2298.73	4082.34	4378.06
?	0.38	0.02	5	577.54	1049.98	2230.34	3960.76	4363.83
?	0.39	0.005	5	528.39	1054.34	2252.25	4276.55	4390.98
?	0.4	0.002	5	432.08	1127.16	2295.27	4238.52	4641.95
?	0.4	0.002	5	394.96	1084.12	2254.94	4340.4	4344.23
?	0.41	0.002	5	326.32	1093.24	2077.26	3564.2	4553.11
?	0.41	0.0007	5	369.07	1092.64	2056.01	3718.42	4575.64
?	0.42	0.0003	5	484.17	989.5	2255.62	3570.36	4372.9
?	0.43	0.0002	5	457.84	971.72	2249.77	3405.56	4300.95
?	0.43	0.0001	5	400.7	1077.31	2418.78	3158.41	4417.78
?	0.44	8e-05	5	385.69	995.4	2696.22	3015.27	4654.38
?	0.45	5e-05	5	329.64	952.67	2641.67	3612.06	4695.07
?	0.45	0.0002	5	201.22	945.55	2652.93	3635.6	4543.86
?	0.46	0.0002	5	288.69	1035.23	2817.78	3770.48	4536.85
?	0.46	0.0002	4	1170.42	3111.57	4041.03	4761.33	--undefined--
?	0.47	0.0002	5	561.41	1944.13	2868.28	4159	4772.79
?	0.48	0.0002	4	1243.94	2883.9	4202.88	4780.38	--undefined--
?	0.48	0.004	4	1239.02	2699.69	3944.87	4742.69	--undefined--
?	0.49	0.004	5	480.33	1450.71	2409.86	3483.33	4615.89
?	0.5	0.01	4	1322.01	1534.14	3097.04	4461.51	--undefined--
?	0.5	0.01	4	1339.59	1534.37	3060.93	4453.05	--undefined--
?	0.51	0.01	4	1404.68	1524.05	3022.33	4443.01	--undefined--
?	0.51	0.01	4	1342.05	1537.29	2970.99	4442.77	--undefined--
?	0.52	0.01	5	806.92	1536.34	2104.84	2929.92	4467.73
?	0.53	0.01	5	880.72	1559.63	1648.27	2930.5	4478.37
?	0.53	0.01	4	1207.68	1586.68	3077.5	4480.3	--undefined--
?	0.54	0.01	4	1508.1	1569.87	3218.52	4542.35	--undefined--
?	0.55	0.004	5	514.29	1310.08	1557.53	3187.28	4568.17
?	0.55	0.003	5	950.56	1537.47	2847	2992.45	4542.76
?	0.56	0.003	5	861.07	1571.94	2831.92	3880.74	4482.81
?	0.56	0.003	5	941.93	1620.23	2957.92	3898.64	4430.36
?	0.57	0.003	4	962.35	1636.99	2939.2	4478.86	--undefined--
?	0.58	0.003	5	962.62	1649.64	2921.7	4300.5	4485.66
?	0.58	0.003	5	827.81	1661.76	2999.66	3969.01	4527.68
?	0.59	0.003	5	687.74	1637.29	2924.04	3612.99	4569.41
